CaseID,MH1
54950,NA
60549,2010/4/1
60549,2010/4/1
57697,2013/1/1
52302,2013/12/1
33648,NA
53432,NA
56925,NA
55881,2009/5/1
56725,NA
56725,NA
56725,NA
59765,NA
59765,2014/8/1
59765,NA
60767,2002/7/1
54207,2016/12/1
31209,2016/12/1
31209,2016/12/1
36008,NA
36008,2002/9/1
62283,2009/6/1
52485,NA
52485,NA
53688,NA
61557,NA
61557,NA
59717,2011/4/1
59717,2008/8/1
54390,NA
60850,2016/9/1
49188,NA
54285,2013/4/1
54285,2013/1/1
54285,2007/9/1
56306,2013/10/1
47653,NA
61235,2011/10/1
60932,NA
60932,NA
60932,2002/7/1
61156,NA
50942,NA
61441,2011/6/1
54394,NA
54394,NA
33453,NA
61658,2004/6/1
39962,2002/7/1
55823,NA
55823,2014/12/1
55823,2013/5/1
55823,NA
55823,NA
55823,NA
39962,NA
61561,2015/5/1
62097,2013/10/1
61451,NA
31796,2016/4/1
54538,NA
54538,NA
54538,NA
54538,NA
54538,NA
54538,NA
34866,2015/7/1
54874,2014/1/1
54874,NA
54874,NA
54874,NA
54874,NA
54874,NA
54874,NA
54874,2012/4/1
55198,NA
58245,2002/8/1
31856,NA
59717,NA
54600,NA
54600,2003/6/1
54600,NA
54600,NA
33135,2016/12/1
33135,2002/7/1
33135,NA
33135,2015/9/1
33135,2015/9/1
33135,NA
60817,NA
62196,2015/11/1
61374,2010/1/1
60817,NA
55198,2002/8/1
54586,2015/5/1
54586,2016/5/1
54586,NA
54390,NA
33673,NA
61247,2006/1/1
31520,NA
61217,2015/10/1
61217,NA
61887,2012/9/1
61441,NA
30747,2004/10/1
54600,NA
56925,NA
54935,NA
49188,NA
49188,NA
60842,NA
56008,NA
61634,2007/4/1
61634,2007/4/1
61634,2010/6/1
61634,NA
61386,2011/6/1
57509,2002/7/1
57509,2013/4/1
57509,NA
33342,NA
33342,NA
61914,2015/10/1
55623,2013/5/1
55623,2012/11/1
55623,NA
55392,2002/7/1
55392,2005/3/1
55392,2007/7/1
55392,2007/7/1
55392,2015/4/1
56813,2002/7/1
61422,2015/2/1
51950,2009/8/1
60766,2005/4/1
54859,NA
54859,2012/3/1
33724,NA
33724,NA
52552,2010/4/1
52552,2010/12/1
52552,NA
61416,NA
54748,2012/7/1
54748,2016/3/1
54748,NA
54758,2010/7/1
54758,2016/12/1
60969,NA
60205,2003/12/1
60205,NA
62409,NA
56156,NA
61315,NA
54935,2014/2/1
54935,NA
48805,NA
62081,2004/3/1
60764,2005/9/1
55236,2013/2/1
55236,2010/5/1
61674,2002/7/1
62291,2010/9/1
61303,NA
57436,NA
57436,2003/6/1
57436,NA
51950,NA
51950,NA
61117,NA
61117,2005/7/1
61117,NA
61117,NA
61117,NA
58618,2015/2/1
58618,NA
58618,NA
58618,NA
31884,NA
31884,NA
55841,NA
55841,NA
55841,NA
55841,NA
55841,NA
55841,NA
57630,NA
57630,NA
29935,2002/10/1
37967,NA
37967,2011/7/1
56370,2015/5/1
56370,NA
56370,2012/2/1
56370,NA
56370,NA
59679,NA
59679,NA
61391,2016/12/1
61391,NA
56813,NA
62349,NA
61575,2002/9/1
54950,NA
57490,NA
57490,NA
57490,NA
57490,NA
31368,NA
54968,2009/4/1
54968,NA
54968,NA
58787,2002/7/1
55059,2002/7/1
55059,2008/6/1
56008,2002/7/1
55040,2016/5/1
55040,NA
55101,2004/12/1
55101,NA
55101,2014/7/1
55101,NA
32428,2015/12/1
30249,NA
54954,NA
50199,NA
34866,NA
59263,2007/4/1
60731,2015/9/1
61159,NA
61159,NA
61159,NA
56127,2012/4/1
56127,2013/7/1
61331,NA
61331,NA
34866,NA
60989,2012/4/1
61658,2008/10/1
61658,2004/3/1
32324,2013/10/1
52375,NA
55175,NA
61111,NA
55112,NA
55112,NA
60612,2004/12/1
57630,NA
61247,NA
61247,NA
61401,2003/12/1
60856,2008/2/1
59156,2011/10/1
60730,NA
60906,2013/3/1
60989,NA
60989,2016/9/1
52302,NA
60612,NA
60897,2014/9/1
61362,2013/6/1
61362,2012/6/1
61362,NA
61362,2010/8/1
61362,2016/12/1
55615,2012/2/1
55615,NA
60793,NA
60793,NA
62041,2013/12/1
55700,2002/7/1
55700,NA
55700,NA
61684,NA
61684,NA
31316,2006/12/1
57840,2002/7/1
57840,NA
62047,2008/8/1
62047,NA
51053,2011/2/1
55335,NA
60793,NA
61191,NA
61191,NA
52058,NA
58735,NA
58735,NA
58735,2015/12/1
62392,2010/4/1
62392,NA
61724,NA
62380,2013/3/1
62007,NA
55525,2003/12/1
55383,NA
47775,NA
47775,NA
62196,2009/9/1
62196,2005/8/1
29003,NA
29164,NA
61765,2011/12/1
61765,2012/6/1
61765,NA
61765,2009/2/1
56531,2015/8/1
60925,NA
60925,2011/12/1
60925,NA
60925,NA
60925,NA
61311,NA
61311,2012/11/1
33820,NA
61450,2011/6/1
61450,NA
61450,NA
61450,2015/2/1
48398,NA
48398,NA
50874,2016/10/1
55335,NA
61944,NA
58022,NA
58022,NA
58022,2016/4/1
61554,NA
47592,NA
47592,NA
47592,NA
62044,2002/7/1
32078,NA
32078,2008/3/1
31119,2006/8/1
31119,NA
31119,NA
60888,NA
60888,2016/10/1
60888,NA
62349,NA
62349,NA
62349,NA
56008,2005/5/1
59576,2013/7/1
59576,2011/1/1
59576,NA
59576,NA
59576,NA
62173,2014/3/1
62173,2009/1/1
61889,NA
61889,NA
61889,2013/10/1
59605,2011/1/1
62137,2016/1/1
62137,NA
61780,2015/5/1
52971,NA
60907,2002/9/1
60907,2016/8/1
60907,2013/5/1
51085,NA
55869,2016/2/1
62033,NA
62033,NA
62456,2015/9/1
61693,2013/7/1
48555,2015/2/1
56197,NA
60745,2010/12/1
62072,2016/12/1
62072,NA
57217,2008/7/1
61714,2015/10/1
61714,NA
61714,NA
61714,NA
61243,NA
61443,2015/9/1
60972,NA
60972,NA
60972,2015/6/1
60972,NA
60972,2015/8/1
60914,2015/2/1
60914,2015/2/1
60914,NA
55839,NA
62228,NA
62115,2002/7/1
60823,2002/7/1
30163,NA
58857,NA
58857,NA
61359,NA
61359,NA
61359,2002/7/1
61256,2009/7/1
56306,NA
56306,NA
56306,NA
56306,NA
56306,NA
56306,NA
33809,NA
57759,NA
32613,NA
31712,2008/1/1
62291,2010/11/1
61765,2004/12/1
62296,NA
62296,NA
62296,NA
62296,NA
31041,NA
31041,2015/8/1
31041,2015/10/1
59798,2016/12/1
59798,NA
61475,NA
61475,NA
56008,NA
58712,2002/7/1
58712,2002/7/1
58712,NA
58712,NA
58712,NA
58712,NA
56405,NA
56405,2011/11/1
56405,2008/3/1
56405,2008/3/1
60975,2007/9/1
31683,2014/2/1
60033,NA
48717,NA
61208,2011/11/1
61208,NA
51098,NA
55993,NA
56007,NA
56007,NA
61121,2010/12/1
62237,NA
62237,NA
62237,NA
62237,NA
56141,NA
56141,NA
56103,2008/5/1
56103,NA
61206,2002/7/1
61654,NA
56122,NA
56122,2013/12/1
31796,NA
58427,2010/12/1
56191,NA
60741,2002/8/1
56122,NA
60907,2011/6/1
48776,NA
61640,NA
56925,2015/11/1
56925,NA
56925,2013/7/1
61654,NA
56127,NA
56127,NA
58447,NA
61745,2003/12/1
41785,NA
56525,2002/7/1
56525,NA
56525,NA
61423,NA
61422,2014/5/1
51388,NA
60753,NA
61542,2013/10/1
56549,2011/5/1
56549,NA
60497,NA
60497,2008/11/1
61457,NA
61457,NA
53838,NA
56588,NA
56588,NA
61703,2016/9/1
61703,NA
61703,2010/7/1
61703,NA
55600,2002/7/1
55600,NA
58638,2014/6/1
58638,NA
58638,2003/1/1
61555,2016/10/1
61555,NA
59458,2002/7/1
59458,2016/8/1
59458,NA
59458,2002/10/1
54231,NA
56265,NA
55245,2008/8/1
56156,NA
56538,2016/12/1
56538,NA
56538,2016/12/1
34868,2015/1/1
56314,NA
62279,NA
62279,2016/1/1
61889,NA
61889,NA
56504,NA
56504,NA
61873,NA
53282,NA
53432,NA
53432,NA
53432,2016/5/1
51306,NA
53282,NA
61922,2009/8/1
33268,NA
33268,NA
33268,NA
54788,NA
56799,NA
51910,NA
62323,NA
56397,2014/6/1
56397,NA
56397,NA
33268,2014/7/1
31772,NA
61402,2012/4/1
61914,NA
61954,2016/2/1
61954,NA
61963,2004/1/1
60925,2008/12/1
61635,2017/1/1
51922,NA
60700,2016/2/1
60700,NA
61121,NA
61719,2015/10/1
61719,NA
30346,NA
30346,NA
56725,NA
56725,NA
61686,2006/8/1
57444,2012/1/1
31734,NA
61530,NA
31772,NA
61422,2015/2/1
62251,2015/4/1
58428,NA
58428,2002/7/1
58428,NA
49410,NA
31683,NA
55600,NA
56561,2013/10/1
56561,2013/11/1
56561,2014/7/1
61629,NA
42049,2014/2/1
60543,2002/7/1
60543,NA
61571,2002/7/1
61571,NA
61571,2015/10/1
58451,NA
58451,NA
30096,NA
57816,NA
57816,NA
57816,2014/5/1
57816,NA
57490,NA
60948,2007/9/1
56912,NA
56912,NA
32091,NA
61651,NA
47655,2011/12/1
47655,NA
54179,2002/7/1
58383,NA
58383,NA
58383,NA
58383,NA
60853,2010/7/1
60853,NA
56693,2014/4/1
56693,NA
56693,NA
56693,NA
56693,NA
56693,NA
56693,NA
62080,NA
62080,2010/6/1
62080,2010/6/1
60990,2009/3/1
62080,2012/10/1
60298,2003/11/1
56660,NA
32680,NA
53603,2008/8/1
39033,NA
61043,NA
31683,NA
57164,2012/7/1
57164,NA
57164,NA
51053,NA
61347,2010/2/1
54390,NA
31610,NA
31610,2015/1/1
50263,NA
49662,NA
56744,NA
57217,2009/12/1
56007,2014/2/1
58447,NA
60731,2015/9/1
60753,NA
56685,NA
56768,2013/11/1
56768,NA
56768,NA
59110,2015/9/1
56847,2011/8/1
56847,NA
56847,2013/10/1
56768,NA
49662,NA
57410,2012/4/1
57410,2011/7/1
57410,NA
55040,2003/12/1
48805,2015/9/1
56804,2009/2/1
49081,NA
60822,2002/7/1
60822,NA
60822,NA
60822,2006/8/1
57683,2008/5/1
57683,NA
57683,2010/12/1
57683,2016/12/1
57683,NA
61071,NA
61071,2013/10/1
61071,2014/7/1
58428,NA
61556,NA
30701,NA
60710,NA
57274,2016/4/1
57274,2016/6/1
57274,2010/7/1
61071,NA
62355,2011/6/1
56860,NA
61485,NA
61485,2015/2/1
61485,NA
61485,2002/7/1
61039,2016/8/1
56865,2013/3/1
56865,2014/1/1
59888,NA
59888,2009/11/1
33598,2008/7/1
54538,NA
56860,2007/5/1
57158,2006/2/1
57158,2008/7/1
57158,NA
61506,NA
61506,2009/3/1
61506,2009/11/1
56804,2009/11/1
57732,2009/5/1
32334,NA
61481,NA
61388,NA
62061,2009/12/1
54758,NA
30102,2002/7/1
61528,NA
60852,2010/3/1
60852,NA
60852,NA
61262,NA
52396,NA
62250,NA
62250,NA
62250,2014/7/1
59855,NA
60777,NA
60777,NA
60777,2012/1/1
61650,2002/7/1
60908,NA
60400,NA
60400,NA
60400,NA
60400,NA
60400,NA
34933,2015/9/1
62007,NA
62051,2003/3/1
52552,NA
61285,NA
61285,2006/3/1
32055,2010/5/1
32055,NA
32055,2015/9/1
57088,NA
57088,2008/6/1
57088,2014/9/1
62230,2017/1/1
62230,NA
62230,2013/1/1
62230,2014/6/1
62230,2016/1/1
62230,NA
60700,NA
52552,NA
57171,2002/10/1
57171,2009/5/1
57164,NA
57525,NA
61325,2014/9/1
61325,NA
61325,2009/11/1
61325,2011/11/1
61325,NA
49678,NA
49678,NA
55040,NA
33648,2002/7/1
57145,NA
57145,NA
57145,NA
33098,2013/9/1
56531,NA
56531,NA
60820,2002/9/1
60820,2005/8/1
60820,2002/7/1
61465,2002/7/1
61465,NA
61465,NA
61465,2004/3/1
61465,2012/10/1
61465,NA
61465,NA
59398,NA
59398,NA
59398,NA
59398,2015/9/1
57509,NA
57509,2015/10/1
57509,NA
61398,NA
61398,NA
61398,NA
34933,2015/9/1
57744,2008/3/1
57744,NA
57744,2016/6/1
48433,NA
57217,NA
61665,NA
51129,NA
35279,NA
61171,2013/4/1
61171,NA
61171,NA
55133,NA
60166,2016/12/1
55219,NA
31540,2002/7/1
54600,NA
32324,2015/3/1
62331,NA
62331,NA
61321,2014/12/1
61321,NA
61160,2016/3/1
51178,NA
62135,2012/1/1
62135,NA
62135,NA
51950,2011/4/1
62115,NA
62115,NA
62115,2015/12/1
62090,NA
62090,NA
62090,NA
62090,NA
54269,2015/9/1
54269,NA
31812,NA
60035,NA
61503,2014/10/1
58080,NA
58080,2008/4/1
60762,2016/9/1
60762,NA
60762,NA
60762,NA
50096,2010/7/1
61473,2007/9/1
60929,2002/7/1
36714,NA
57698,NA
57698,NA
61137,2015/2/1
61640,NA
62284,NA
62284,NA
58447,NA
58447,2015/6/1
58447,NA
58447,NA
61451,2015/9/1
59036,2015/7/1
31718,2002/8/1
60938,NA
60938,NA
60938,NA
33692,NA
33692,NA
60843,NA
62034,NA
62034,2004/12/1
62296,NA
61000,2011/4/1
61321,NA
57556,2015/2/1
57556,NA
57556,NA
57556,NA
57556,NA
57556,NA
57556,2005/1/1
57525,NA
60873,2002/7/1
58787,2014/10/1
58787,2005/3/1
57683,NA
56265,2013/9/1
57840,2016/2/1
52947,2003/2/1
57663,NA
33820,2003/8/1
62094,2015/9/1
33138,2012/11/1
61461,2009/7/1
61561,2003/8/1
57623,2002/7/1
57623,NA
61871,2016/12/1
61871,2008/2/1
61871,NA
29589,NA
29589,NA
58561,NA
60694,2012/9/1
53659,NA
60818,2015/9/1
60818,NA
60752,2005/6/1
60752,NA
61029,2005/1/1
61029,2007/9/1
61029,2014/6/1
61029,NA
57697,2016/6/1
61029,2015/2/1
35475,NA
58552,NA
58552,2008/2/1
58552,NA
58552,NA
58552,2016/12/1
49016,NA
51132,2016/10/1
61892,NA
61892,NA
61892,NA
61892,NA
61892,NA
60715,NA
61422,2002/8/1
57728,2009/5/1
57728,NA
57728,NA
58431,NA
61626,NA
61635,2004/3/1
61635,NA
33820,2004/6/1
49568,NA
58723,2008/5/1
58723,NA
58723,2012/4/1
29206,2012/2/1
61882,2016/12/1
61882,2015/9/1
33453,NA
58697,2015/2/1
58697,2006/4/1
58697,2003/5/1
58697,2002/7/1
34902,NA
62219,NA
62219,2014/7/1
62219,2014/7/1
61538,NA
60843,2006/10/1
60414,2016/2/1
60984,NA
59798,2009/8/1
59697,2003/6/1
47289,2003/5/1
31853,2003/12/1
32086,NA
32801,NA
30342,NA
57870,2013/7/1
61396,2014/4/1
61396,2013/5/1
58291,NA
58291,2014/1/1
58291,2008/6/1
58291,NA
58291,NA
58291,NA
58291,NA
32542,NA
61677,2011/11/1
61677,2010/8/1
61677,NA
61677,NA
61396,NA
34279,NA
58302,NA
58302,NA
61120,2004/7/1
58232,2003/7/1
58232,2003/12/1
60829,2002/7/1
60923,NA
60923,NA
60923,NA
60923,2008/5/1
60923,NA
60923,NA
60979,NA
60979,NA
60979,NA
60979,NA
32790,2016/4/1
32790,NA
60735,2003/4/1
60735,2002/10/1
61997,NA
59476,2013/4/1
59476,NA
59476,NA
59476,NA
62042,2013/7/1
62042,2015/9/1
58381,NA
58381,2016/2/1
47775,NA
61283,2006/2/1
61283,NA
61283,NA
57697,NA
60772,2016/12/1
60772,NA
60962,2003/7/1
40747,2011/8/1
31540,2016/2/1
58245,NA
58092,2002/7/1
58092,NA
58092,2015/12/1
59815,NA
59815,2011/7/1
59815,NA
59815,NA
58092,2003/12/1
61352,2016/8/1
58245,2014/12/1
50867,NA
61461,2008/11/1
61461,2012/9/1
61461,2015/4/1
61461,2015/9/1
61461,NA
60950,2013/7/1
60950,NA
60950,NA
60950,2009/4/1
60950,2015/2/1
58181,NA
58181,NA
60745,2002/7/1
60745,2014/8/1
60745,2006/10/1
61611,NA
56319,NA
61512,2015/7/1
61422,2016/12/1
60753,NA
60753,NA
60753,NA
61134,2002/7/1
61064,NA
61064,NA
59012,2010/2/1
59012,2014/5/1
61142,2009/6/1
61142,NA
61142,NA
51404,NA
51404,NA
51404,NA
58583,NA
61589,2016/12/1
61589,2013/5/1
61589,2006/12/1
59086,2002/7/1
61054,2002/7/1
54075,NA
50199,NA
61301,2017/1/1
49551,2016/12/1
34868,NA
52372,NA
52372,2002/11/1
60750,NA
52085,NA
52085,NA
61930,NA
61930,NA
34341,NA
34341,NA
58784,2002/7/1
58784,NA
52359,NA
61073,NA
31523,NA
58704,2014/9/1
58704,2015/5/1
61816,NA
33692,NA
54394,2010/7/1
61996,NA
61996,NA
61996,NA
61996,NA
61996,2009/9/1
60731,NA
61037,NA
61612,NA
58406,2014/6/1
58406,2012/4/1
58406,NA
59226,2011/12/1
59226,NA
59226,2015/10/1
59226,2012/4/1
61985,NA
39179,NA
58463,2015/9/1
58463,2014/12/1
61588,NA
61588,2002/7/1
32428,NA
53948,2004/12/1
61627,NA
60825,NA
60825,NA
58427,NA
47572,NA
58492,2009/4/1
58492,NA
58492,NA
58492,NA
58702,2013/3/1
58702,2015/9/1
58552,NA
58552,NA
57623,2014/5/1
57623,NA
58734,NA
61560,NA
61560,NA
61560,NA
60996,2014/10/1
60782,NA
60782,NA
60806,NA
60806,2013/1/1
54158,NA
54859,2002/7/1
54859,NA
60950,NA
60950,NA
61123,NA
62169,2016/2/1
62169,NA
62169,NA
55719,NA
61611,2013/9/1
61611,NA
61611,2015/7/1
58618,NA
61994,NA
62032,2004/7/1
62032,NA
62032,NA
62032,NA
32007,NA
34193,NA
34193,NA
53603,NA
61309,NA
60035,NA
60035,2014/7/1
58643,NA
58643,2006/5/1
56549,2016/3/1
56549,NA
56549,NA
56549,NA
56549,NA
56549,2008/2/1
61513,NA
59110,NA
48433,2002/10/1
62016,NA
61037,NA
58668,2002/7/1
58668,2002/7/1
55040,NA
61101,2010/12/1
61101,NA
61101,NA
62258,NA
35343,NA
40541,NA
40541,NA
40541,NA
40541,NA
40541,NA
60730,NA
60730,2013/12/1
54935,NA
48879,2016/2/1
48879,NA
48879,NA
60497,2011/12/1
31659,NA
32716,NA
58844,2016/5/1
58844,2016/12/1
59722,NA
32993,NA
47678,NA
61065,2012/2/1
59384,NA
61986,NA
61986,NA
61986,NA
61347,NA
61347,NA
61347,2016/2/1
61347,2002/7/1
61347,2003/6/1
62092,NA
48289,NA
48289,NA
48289,2008/5/1
60916,NA
61342,NA
61342,NA
61342,NA
61342,2008/2/1
61342,2012/1/1
61275,NA
35070,2008/6/1
61923,NA
58994,2016/3/1
58994,2012/9/1
58824,NA
31978,NA
61887,NA
62320,2004/7/1
62320,NA
62320,2016/6/1
62320,2013/9/1
60205,NA
60829,2014/2/1
60829,2014/2/1
59233,2015/9/1
59233,2007/12/1
59233,2015/12/1
59233,2014/7/1
34154,2002/7/1
41622,NA
41622,NA
54758,NA
57697,2013/4/1
32397,NA
32397,2015/2/1
61429,2016/6/1
61429,NA
60961,2007/2/1
33135,NA
60838,NA
58844,NA
60900,NA
62251,NA
58447,NA
62304,2006/7/1
61045,NA
58447,NA
55383,NA
55719,NA
60900,NA
31339,2010/4/1
60497,NA
61423,2002/7/1
61100,NA
54586,NA
59180,NA
59180,2016/5/1
56397,2012/4/1
61218,NA
61218,NA
61218,NA
61218,2016/6/1
61218,NA
61218,NA
61218,NA
59180,NA
59180,2002/7/1
58999,2015/11/1
58999,NA
58999,NA
60033,NA
62148,NA
62148,NA
55219,NA
53673,NA
39033,NA
60416,NA
60823,NA
60823,NA
60823,NA
61392,2014/12/1
61392,NA
61392,2017/1/1
62213,NA
51473,NA
60978,2007/2/1
59093,NA
61345,2002/8/1
61345,NA
61345,NA
50644,NA
50644,2013/4/1
50644,NA
50644,NA
62008,NA
59086,NA
59086,NA
60864,2012/4/1
60864,2015/3/1
60864,2016/2/1
60864,NA
60864,2016/9/1
59054,2015/9/1
61429,NA
62048,2011/2/1
62048,NA
61166,2010/3/1
59162,NA
60083,2011/9/1
60083,NA
61290,NA
52223,NA
61286,2012/11/1
61166,2012/4/1
29128,2002/7/1
58379,2016/10/1
51337,NA
51416,NA
31683,NA
54788,NA
62124,NA
62124,NA
61800,NA
62124,NA
62124,NA
62124,NA
61407,2002/7/1
30990,NA
62189,2015/2/1
33950,NA
60710,2004/3/1
60173,2008/8/1
35279,NA
35279,NA
35279,NA
59156,2010/4/1
51129,NA
59156,NA
60782,2015/9/1
62123,NA
60871,NA
60871,2015/4/1
60871,2015/4/1
60871,2016/9/1
60035,2004/5/1
61084,2011/6/1
61528,2002/7/1
60818,2002/7/1
56115,NA
60909,NA
60909,NA
60909,NA
60909,NA
60909,NA
60909,2010/12/1
60909,NA
61991,2016/2/1
61991,2012/1/1
61991,NA
61035,2012/6/1
61035,NA
61035,NA
61035,NA
61035,NA
33301,NA
33301,NA
52239,NA
59226,NA
61037,NA
61037,NA
33514,2010/9/1
62184,NA
54083,NA
60374,2015/8/1
60374,2016/10/1
55881,2013/5/1
61887,2011/12/1
61730,NA
60374,2003/8/1
60374,2016/12/1
62380,NA
61512,NA
61512,NA
60730,NA
61828,NA
58697,2015/9/1
58697,2002/7/1
62117,2005/1/1
62117,NA
61190,2010/9/1
48817,2010/3/1
59034,NA
61905,2006/12/1
59476,NA
61054,NA
61054,NA
47775,NA
31718,NA
60946,2002/7/1
31600,NA
62189,2015/2/1
62189,2002/7/1
62189,NA
59282,NA
61461,NA
61461,NA
61461,2013/11/1
33101,NA
33824,NA
61888,NA
61888,2006/7/1
61888,2014/3/1
29968,2002/12/1
62078,2002/7/1
54427,NA
61919,NA
59677,NA
59677,2007/9/1
59677,NA
54394,2009/6/1
31661,2002/7/1
31661,NA
61392,NA
60789,2009/10/1
60789,2002/7/1
60789,NA
60789,2013/7/1
60789,NA
29668,2010/6/1
61959,2015/9/1
62041,NA
48879,NA
48879,NA
48879,NA
48879,NA
48289,NA
48289,2011/2/1
60961,NA
61262,NA
56115,NA
56115,NA
61123,NA
58291,NA
62351,NA
62351,NA
62351,2015/6/1
60410,2011/9/1
60410,NA
60410,NA
60410,NA
60410,2011/6/1
61148,2007/5/1
61348,NA
61348,2011/5/1
31314,NA
60789,NA
60909,NA
31683,NA
51650,2016/2/1
51650,NA
31683,2014/2/1
32613,2014/8/1
61106,2005/10/1
61554,NA
33410,NA
59512,NA
60516,2012/9/1
60516,2012/11/1
60516,2009/3/1
61025,NA
60756,NA
60756,NA
52204,2016/4/1
52204,NA
59433,NA
59433,2007/2/1
59465,NA
29164,2012/4/1
29164,NA
29164,NA
61159,NA
59465,NA
50942,NA
60706,NA
51922,NA
60334,NA
31610,2010/8/1
56840,NA
56840,NA
50985,NA
61517,NA
61056,2011/6/1
59457,2004/9/1
59457,2007/9/1
59457,2013/8/1
59457,2016/2/1
59476,NA
60995,NA
60995,2002/7/1
59697,NA
59697,NA
59486,2010/5/1
61144,NA
61144,NA
61144,NA
61144,NA
61438,2002/7/1
61055,NA
61055,NA
61055,NA
61055,2003/8/1
49946,NA
32902,NA
61703,2015/2/1
59815,2016/9/1
61703,2006/2/1
61703,2015/3/1
47590,NA
60549,NA
60549,NA
61064,2012/12/1
58802,NA
61817,NA
49946,NA
49946,NA
61479,NA
55869,2004/2/1
55869,2013/11/1
61643,NA
61643,NA
62041,NA
62041,2010/8/1
61096,2010/4/1
59679,NA
59679,NA
62114,NA
62114,NA
59476,NA
60497,2008/9/1
53575,NA
53575,2016/12/1
31119,NA
62262,NA
56319,2009/3/1
34866,NA
61575,NA
61575,NA
49568,2015/5/1
59605,NA
54586,NA
59661,NA
60928,NA
60928,NA
60928,NA
60949,2016/5/1
61745,NA
61745,NA
61745,NA
61148,NA
34871,NA
61867,NA
61867,NA
61867,NA
60789,2006/12/1
62064,NA
61608,NA
61608,2015/10/1
61608,NA
61740,NA
61944,NA
60173,NA
60723,2016/6/1
60723,NA
60723,NA
59899,NA
54874,NA
59677,NA
54874,NA
34842,NA
34842,NA
55136,NA
32613,2009/12/1
61067,NA
61067,NA
59841,NA
29666,NA
29666,2007/12/1
29666,2016/12/1
59693,NA
61503,NA
30444,NA
33671,NA
33671,2016/9/1
61170,2016/6/1
61871,NA
62230,2015/9/1
57630,NA
62071,NA
61262,NA
59263,NA
59263,NA
31209,NA
61610,2016/7/1
30779,2003/3/1
61790,2005/4/1
61790,NA
62044,NA
29710,NA
56685,2002/12/1
59717,NA
60064,NA
60064,2012/3/1
59783,2007/3/1
59783,NA
59783,NA
60863,2013/1/1
60863,NA
32961,2013/7/1
59888,NA
59888,NA
59888,NA
59888,NA
33771,NA
61813,NA
61813,NA
60916,NA
60916,2006/4/1
60916,NA
60916,NA
60298,NA
60298,2013/10/1
62331,NA
62331,NA
62331,NA
56725,NA
57840,2016/2/1
57840,NA
33138,NA
60132,2002/7/1
60132,2012/4/1
61688,NA
61688,2002/7/1
61688,NA
52085,NA
56549,NA
62334,NA
62334,NA
53673,2012/12/1
53673,NA
61311,NA
32086,NA
60111,NA
60111,2016/8/1
60111,2015/11/1
60111,2005/9/1
59883,NA
59883,NA
62307,NA
52947,NA
56397,NA
58379,NA
61101,NA
53005,NA
61328,NA
57759,NA
57759,NA
52085,NA
61134,NA
61456,NA
61456,NA
61896,2015/12/1
31119,NA
62168,2012/6/1
62168,2015/10/1
35475,2009/3/1
59906,NA
61438,NA
61265,NA
61265,NA
61006,NA
61006,NA
29057,NA
29057,NA
61043,2016/2/1
32542,2002/7/1
52184,NA
61610,NA
60090,NA
60090,NA
31368,NA
61006,NA
61006,NA
60003,NA
60003,2015/9/1
61274,NA
61274,2016/6/1
51053,NA
60103,2008/3/1
60103,2012/4/1
60103,2015/2/1
62199,NA
54788,2015/4/1
60715,2007/5/1
61753,NA
61753,NA
61753,2002/7/1
50263,2005/6/1
61714,NA
60071,NA
60071,NA
60071,NA
60003,NA
60003,NA
59458,NA
60416,NA
62244,NA
62244,NA
62244,NA
61573,NA
61325,NA
61071,NA
61985,NA
60694,2009/1/1
61000,2016/10/1
60883,NA
53793,NA
61191,NA
61191,NA
61701,NA
61381,NA
61963,2009/7/1
61963,NA
60410,NA
60410,NA
60410,NA
52302,2002/7/1
52302,2015/9/1
61708,NA
60180,2002/7/1
60180,NA
60180,NA
60180,NA
60799,NA
60799,2015/12/1
60799,2003/8/1
61109,2016/3/1
61109,NA
61109,NA
61439,2016/11/1
61439,2015/12/1
60755,2006/2/1
31812,NA
59093,NA
32478,NA
61679,NA
61679,NA
61679,NA
61679,2016/7/1
61679,NA
62008,2007/12/1
32334,NA
60543,NA
47572,2013/6/1
47572,NA
61363,2007/9/1
49740,NA
61026,2016/3/1
61026,NA
32801,NA
61074,NA
61074,NA
61542,NA
61026,2015/2/1
61616,NA
61986,NA
60735,2005/4/1
60735,NA
60735,2006/1/1
56840,NA
56840,NA
61914,NA
60949,2016/6/1
60907,2016/12/1
60907,NA
61501,2015/9/1
61501,NA
61501,NA
61501,NA
61501,NA
61501,NA
60884,NA
60884,NA
32428,2016/12/1
32428,NA
58431,NA
58181,NA
57303,2005/11/1
57303,2014/6/1
33135,2002/7/1
62030,NA
61439,2016/11/1
48717,NA
48717,2015/12/1
61083,NA
61083,NA
49689,NA
61420,2011/9/1
60372,2016/2/1
60372,NA
60372,NA
60372,NA
61274,2016/2/1
61274,2016/2/1
61274,NA
61274,NA
61415,NA
60729,2009/5/1
56638,2015/9/1
54968,NA
62295,NA
62295,NA
62295,NA
32324,NA
61747,NA
60166,2002/7/1
60166,NA
62078,2012/6/1
62078,2012/6/1
62078,2002/7/1
61074,NA
60856,NA
43283,NA
30643,2002/7/1
30643,NA
30643,2006/6/1
52085,2010/8/1
60516,2016/10/1
31884,NA
62269,NA
62269,NA
62269,NA
33958,2014/8/1
56525,NA
61044,NA
61044,2015/9/1
61044,NA
61044,NA
60806,2015/5/1
61414,NA
61414,NA
61414,NA
48539,NA
48539,2004/10/1
31652,NA
