CaseID,MH1
33950,2010/8/1
33950,NA
33950,NA
33950,NA
31796,2014/6/1
56314,2004/6/1
32790,2002/7/1
32790,2010/11/1
32790,2002/7/1
32790,2012/10/1
32790,NA
33902,2004/8/1
33876,NA
61134,2004/4/1
61134,2007/1/1
61134,2016/4/1
31869,NA
49946,2010/4/1
34154,2003/7/1
34154,2008/2/1
34154,2011/9/1
60882,2010/4/1
31610,NA
61096,NA
61715,2002/7/1
61715,2009/3/1
61715,NA
53264,NA
61881,2007/1/1
61881,NA
49740,NA
33876,2002/7/1
31856,NA
34021,2010/5/1
34021,NA
34021,NA
59883,2012/4/1
34082,2010/7/1
49946,2006/6/1
49946,NA
56588,2010/4/1
56588,NA
56588,2015/4/1
61930,NA
43069,2002/7/1
33958,NA
33648,NA
61968,NA
61817,NA
61208,NA
32754,2013/4/1
34126,2004/8/1
34126,2004/10/1
34126,2011/4/1
34126,2005/9/1
34126,2010/1/1
60921,NA
32801,NA
34319,NA
34319,2015/3/1
54120,NA
61608,2012/4/1
55504,2011/7/1
55504,NA
55504,NA
61900,2013/11/1
51129,2005/12/1
51129,2011/4/1
34279,NA
60986,2003/6/1
35211,2002/7/1
62158,2011/4/1
62158,NA
62158,NA
61262,2002/8/1
61262,NA
61262,NA
61262,2014/7/1
56525,NA
34815,2005/5/1
34815,2002/7/1
34815,NA
34815,NA
34815,NA
34815,NA
34815,NA
61638,2009/4/1
60794,NA
60794,2005/5/1
61923,2010/7/1
51184,2011/12/1
51184,2013/11/1
51184,2011/9/1
51184,2011/4/1
51184,NA
51388,NA
60383,2007/12/1
60383,NA
60383,NA
60383,2010/1/1
60842,2011/3/1
60884,2016/10/1
60884,NA
34851,2016/6/1
34851,NA
34851,2011/9/1
34851,2002/7/1
58857,NA
60764,2009/10/1
32428,2014/12/1
34155,2008/6/1
34155,NA
31683,2015/9/1
31683,NA
34868,2016/3/1
34868,NA
34868,2012/12/1
34868,NA
34155,NA
61328,NA
51689,NA
51689,2007/6/1
51689,2011/7/1
39033,2002/7/1
39033,NA
39033,NA
61179,2011/9/1
34771,2003/1/1
34771,2013/8/1
34771,2010/7/1
59679,2002/7/1
62110,2010/11/1
55136,2004/10/1
55136,NA
61118,NA
54686,2006/3/1
54686,2006/3/1
54686,NA
54686,2008/2/1
54686,NA
53200,2015/8/1
53200,2002/7/1
53200,NA
61873,NA
34896,2011/7/1
34896,2011/1/1
34896,NA
34896,NA
47804,2008/2/1
61342,NA
61240,2008/10/1
54285,2002/7/1
57303,2012/8/1
57303,NA
34902,2008/9/1
31683,2016/9/1
34902,2015/5/1
62255,2002/10/1
62255,2004/5/1
60969,NA
34933,2010/7/1
34933,NA
34933,NA
34312,NA
34312,NA
48241,NA
62126,2016/2/1
32091,2005/7/1
53426,2012/3/1
53426,2012/4/1
32613,2014/8/1
42049,2008/2/1
42049,NA
42049,NA
34779,NA
38507,2002/7/1
38507,NA
55175,2002/7/1
62307,NA
53282,2013/11/1
61684,NA
34622,2003/12/1
34622,2009/5/1
61626,2002/7/1
61158,2002/7/1
62392,NA
60374,2002/7/1
62365,2002/7/1
61612,2002/7/1
33102,NA
33102,NA
51910,2006/10/1
51910,NA
51910,2002/7/1
51910,2002/7/1
51910,2009/10/1
59398,2002/7/1
51950,2002/7/1
51950,NA
61056,NA
58561,2014/10/1
58561,NA
58561,2013/1/1
58561,NA
34933,NA
34933,NA
30100,2002/7/1
34842,2002/7/1
48475,2002/7/1
58583,2002/7/1
58583,2003/12/1
58583,2006/4/1
58583,NA
58583,2009/7/1
58583,NA
58583,2015/2/1
58583,NA
61544,2007/8/1
61544,NA
61544,NA
52937,2013/4/1
52937,NA
47592,NA
47592,NA
54949,NA
54949,2009/4/1
54949,2008/6/1
54949,2016/12/1
60921,2013/7/1
60921,2008/10/1
60921,NA
60700,NA
61134,NA
50096,2013/9/1
61158,2011/5/1
61158,2016/9/1
61158,2016/9/1
39138,NA
61557,NA
61557,2013/2/1
62337,NA
47775,NA
35485,NA
32324,2013/1/1
51098,2002/7/1
51098,2002/7/1
51098,2005/8/1
41622,2011/3/1
48805,2002/7/1
53673,2004/9/1
53673,2016/12/1
35279,NA
35279,2013/11/1
35279,NA
35279,2009/3/1
35279,2010/12/1
29589,NA
51196,NA
51196,NA
51196,2002/7/1
51196,2002/7/1
34933,NA
35279,2010/10/1
61718,2006/4/1
61718,2003/12/1
61718,NA
61718,NA
61718,2015/5/1
61718,NA
61718,NA
33339,2015/11/1
61100,2007/11/1
35045,2012/9/1
35070,2008/8/1
35070,2008/10/1
57164,2013/7/1
35095,NA
35095,2010/1/1
35095,2013/2/1
54075,2002/7/1
31991,NA
53742,2002/7/1
35475,2014/7/1
60456,NA
60903,2004/10/1
60903,NA
60903,NA
60903,NA
60903,2009/4/1
50874,2004/4/1
50874,NA
50874,2016/9/1
50874,2016/9/1
50874,NA
54179,2007/5/1
54179,2002/7/1
54179,2017/1/1
54179,2016/7/1
54179,NA
54179,2011/2/1
47289,NA
35279,NA
61869,2003/6/1
48805,2015/9/1
62077,2008/1/1
61968,2009/5/1
61934,2015/5/1
33410,NA
54781,2011/8/1
54781,NA
54781,NA
54781,2012/12/1
54781,NA
35292,2011/9/1
35292,NA
35292,NA
35292,NA
35292,2009/9/1
35292,NA
54390,2008/6/1
58735,NA
58735,NA
61515,NA
55600,2007/4/1
55600,2008/12/1
55600,2002/7/1
53742,NA
53742,NA
54859,NA
54859,NA
54859,NA
61517,2007/9/1
62033,2006/11/1
61843,NA
35460,2002/7/1
35460,2016/4/1
35460,2009/7/1
35460,NA
58784,2002/9/1
58784,NA
58784,2016/1/1
58784,2013/11/1
58784,NA
61117,NA
60715,2004/11/1
61714,2008/8/1
62089,NA
53432,2009/5/1
61944,2002/7/1
61066,2007/4/1
61513,2015/9/1
61513,2012/9/1
56925,NA
61986,NA
61986,2002/7/1
62403,2013/5/1
59093,2005/10/1
59093,2016/2/1
56397,2014/8/1
39962,NA
39962,2004/5/1
39962,NA
54874,2003/9/1
59632,2004/11/1
59632,2009/6/1
61060,2016/8/1
61060,NA
31772,NA
53305,2011/1/1
35292,NA
47573,NA
61513,NA
33139,2013/1/1
30902,NA
35460,NA
47220,2008/4/1
47220,2013/3/1
61560,2009/4/1
61106,NA
61913,NA
47057,2013/7/1
47057,2012/4/1
47057,2011/4/1
47057,2013/4/1
61444,NA
61444,NA
47057,2016/4/1
50199,NA
61640,2014/1/1
30163,2014/5/1
53679,2014/9/1
49870,2011/7/1
53266,NA
53266,NA
51343,2011/6/1
61653,2013/7/1
61653,NA
61653,2013/2/1
61653,NA
61653,NA
61749,2005/3/1
47106,2003/12/1
47106,NA
47106,NA
61255,2002/10/1
61246,2002/7/1
61246,NA
61246,2016/4/1
61255,2015/4/1
61678,NA
61148,NA
61148,2002/9/1
61148,2016/12/1
61148,2016/12/1
61060,NA
56156,NA
56156,NA
56156,NA
60893,2006/9/1
53205,NA
62080,NA
33771,NA
62058,2002/7/1
61381,2003/4/1
61381,2003/4/1
60639,2002/7/1
60410,NA
62390,2007/6/1
47157,NA
47157,NA
61913,2002/10/1
61913,NA
61913,2015/7/1
62277,2004/8/1
62277,2013/7/1
62054,NA
61321,2016/6/1
35486,2002/7/1
35486,2014/11/1
35486,2005/4/1
33651,2015/4/1
30901,2008/12/1
60639,2002/7/1
60639,NA
60639,2002/7/1
60639,NA
60639,NA
47220,NA
47220,NA
61441,NA
61441,NA
61441,NA
61441,NA
61441,2011/1/1
61441,2011/1/1
55219,2011/4/1
58339,2008/10/1
47767,2002/7/1
55198,2015/9/1
55198,2013/7/1
55198,2013/7/1
35495,2007/7/1
30171,NA
34145,2011/4/1
58643,2004/3/1
58643,NA
58643,NA
58643,NA
58643,NA
58643,NA
60847,NA
47149,2013/3/1
47149,NA
47149,NA
58427,2003/12/1
49188,NA
61301,2002/7/1
54781,2009/8/1
59263,NA
62149,NA
62054,2006/4/1
62392,2002/7/1
61622,2002/7/1
31119,2012/11/1
31119,2010/3/1
62090,2002/7/1
61546,2016/7/1
52405,2003/10/1
59697,NA
61398,2007/9/1
55040,2005/4/1
47655,2016/7/1
41622,2010/4/1
36008,2007/6/1
42175,NA
62305,2008/1/1
62305,2005/11/1
62275,2006/10/1
60821,2002/7/1
57171,2003/1/1
61041,NA
60720,2016/5/1
62041,2004/3/1
58561,2010/4/1
62279,2008/10/1
61186,2007/7/1
42049,2004/6/1
62149,NA
61403,2003/12/1
32680,2004/8/1
62392,NA
62040,2011/12/1
62351,2003/12/1
60842,NA
31209,2002/11/1
59722,2006/9/1
59722,2008/5/1
61123,NA
61117,2008/8/1
61243,2007/9/1
61473,2005/6/1
48289,2003/12/1
30779,NA
37967,NA
62334,NA
48532,NA
37967,2002/7/1
60374,2002/7/1
61352,NA
61492,2003/12/1
32615,NA
61255,2004/7/1
61572,2007/1/1
61528,NA
34155,2016/11/1
60701,2002/9/1
38507,2002/7/1
59592,2010/2/1
60680,NA
61117,2011/1/1
31052,2016/5/1
55273,2014/9/1
61083,2004/8/1
51306,NA
39146,2013/1/1
39179,2010/9/1
61936,2011/2/1
31683,2015/5/1
61654,NA
61217,2009/11/1
55136,2007/7/1
61058,NA
61600,2005/12/1
60864,2006/11/1
33139,2010/4/1
40747,2005/11/1
40747,2005/2/1
34868,2009/10/1
61156,2010/1/1
52396,2015/2/1
61676,NA
57630,2002/7/1
52145,2013/7/1
53205,NA
62296,2002/7/1
55175,2004/12/1
60718,2002/7/1
55112,2005/6/1
55112,2002/7/1
60772,2002/7/1
62085,2002/10/1
52239,2005/10/1
59457,NA
56499,2003/12/1
61678,2010/10/1
31884,NA
61121,2002/7/1
34851,2002/7/1
60298,2002/7/1
58447,NA
61227,2011/9/1
62276,2016/12/1
53561,2006/10/1
53561,2002/9/1
62251,2002/7/1
61789,2002/7/1
61073,NA
60173,NA
48851,2002/7/1
55175,2005/11/1
61398,NA
33673,2003/6/1
54874,2002/7/1
61530,NA
61002,2002/7/1
55040,2002/8/1
59012,NA
59012,NA
32615,2011/12/1
59722,2002/7/1
61728,2004/3/1
59841,2010/6/1
61309,2004/2/1
54758,NA
31707,NA
61350,2003/11/1
61166,2002/7/1
60893,2008/9/1
56912,2002/7/1
60753,2003/12/1
61739,2005/12/1
61040,NA
60908,2007/12/1
33453,2004/9/1
51334,NA
59458,2002/7/1
61530,2002/7/1
31540,2003/12/1
41785,2009/1/1
59888,2005/12/1
61643,2006/5/1
62263,NA
61848,2016/7/1
61997,2005/12/1
60750,2002/11/1
59162,NA
31524,NA
53282,2014/10/1
58857,NA
58857,2005/10/1
58431,2016/3/1
60883,NA
60883,NA
60883,2003/1/1
30444,2005/3/1
60994,NA
61606,NA
57492,NA
57492,NA
57492,NA
57492,NA
57492,NA
32790,NA
42009,NA
61249,NA
58451,2013/11/1
60706,2011/7/1
42049,2003/2/1
42049,NA
61489,NA
47271,2002/7/1
61903,2008/11/1
61457,2016/6/1
62093,2015/7/1
42175,NA
42175,2009/9/1
42175,2006/11/1
42175,2014/6/1
61011,2006/6/1
61448,NA
60718,2005/4/1
52761,2006/1/1
50199,2002/7/1
61398,2007/8/1
52239,NA
61452,2002/7/1
56008,NA
62184,2002/9/1
51650,2002/7/1
33413,NA
48241,NA
61936,2002/7/1
31782,2002/7/1
61905,2014/7/1
62202,NA
31942,2002/7/1
61500,2004/1/1
52239,NA
60298,NA
32397,NA
53659,2004/6/1
61985,2003/1/1
57088,NA
60953,2011/12/1
62135,NA
48947,2008/7/1
62101,2003/7/1
51053,2011/3/1
61415,2003/12/1
53000,2005/3/1
58723,2005/4/1
61656,2010/1/1
43069,2010/7/1
43069,2011/11/1
43069,2007/4/1
61675,2009/5/1
48721,2002/7/1
59661,2008/4/1
59012,2014/4/1
61792,2008/8/1
61678,2002/7/1
48361,2002/7/1
62093,2010/5/1
62138,2006/6/1
61262,NA
61731,NA
58618,2002/7/1
61254,NA
60788,NA
33902,2006/7/1
61529,2002/7/1
61450,NA
56840,2012/4/1
47775,2002/8/1
61897,2002/7/1
55700,2005/10/1
59110,2002/7/1
54083,2004/1/1
60948,2005/11/1
61790,2002/7/1
61963,2002/7/1
62301,NA
41622,NA
61954,2007/3/1
56912,2016/2/1
62365,2002/7/1
56141,2002/7/1
58552,2010/9/1
56504,2002/7/1
58428,2002/7/1
60700,2005/7/1
60633,2006/6/1
31652,NA
60788,2015/11/1
62085,2002/7/1
59679,2013/12/1
62214,2010/2/1
60932,2005/8/1
62089,2012/12/1
60884,NA
62123,2007/1/1
61479,2002/7/1
61350,2011/8/1
61594,NA
62290,2002/7/1
62016,NA
55623,NA
61828,2008/2/1
61474,NA
62258,NA
61423,2002/7/1
31826,2014/10/1
29589,NA
55623,NA
47592,2010/10/1
50815,NA
62065,2003/2/1
61181,NA
61181,2009/6/1
48227,2002/7/1
62179,2012/9/1
32945,NA
62168,2007/9/1
55993,NA
50263,2003/5/1
50263,2011/1/1
50263,NA
35343,NA
31837,NA
48296,2008/9/1
61566,2011/4/1
30383,NA
56191,NA
47655,NA
47655,NA
47655,NA
47572,2005/3/1
56660,NA
41622,2004/10/1
49562,2016/12/1
49562,2016/12/1
61414,2016/11/1
61414,NA
61414,NA
61414,NA
34866,2008/8/1
50805,2008/9/1
50805,NA
60975,2012/6/1
60975,2012/1/1
60975,2012/1/1
61937,2006/3/1
56813,2016/12/1
56813,NA
61112,2004/9/1
61112,NA
61112,NA
50813,2003/12/1
50813,2011/6/1
50813,2011/6/1
50813,NA
50813,2005/3/1
61351,2015/6/1
61351,2010/7/1
61351,NA
62277,NA
54256,NA
47740,2011/4/1
47740,NA
47271,NA
47271,NA
54256,NA
31718,NA
48721,2011/4/1
48721,2008/6/1
48721,2014/9/1
47678,NA
49447,NA
62306,NA
62306,NA
62306,2014/7/1
62306,NA
62306,NA
61061,2005/8/1
61061,NA
61061,NA
32839,NA
53264,2002/12/1
53264,NA
53264,2010/4/1
29968,NA
61370,2010/4/1
61152,2011/7/1
61778,2003/12/1
53688,NA
53688,NA
53688,NA
61535,NA
47653,2011/3/1
47653,NA
47653,NA
60904,2006/11/1
60787,2011/4/1
29594,NA
29594,NA
30452,NA
47530,2002/7/1
47530,NA
47530,2011/6/1
47530,2011/7/1
47157,2016/12/1
47653,NA
61037,2004/8/1
61037,NA
51334,2007/12/1
60998,2009/6/1
60998,2016/10/1
51129,NA
54680,2004/4/1
50942,NA
61399,2003/1/1
61399,2008/2/1
32091,2002/7/1
59906,NA
59906,2008/9/1
59906,2016/2/1
59906,NA
59906,2008/6/1
59906,NA
56799,2011/4/1
56799,NA
56799,2010/8/1
56799,NA
30670,2012/10/1
47253,2014/2/1
61905,2010/12/1
58280,2014/2/1
47590,2014/10/1
47590,2011/1/1
47590,NA
47590,2006/10/1
58280,2008/6/1
33820,NA
60782,NA
31600,2008/9/1
60793,NA
60793,2011/9/1
61572,2004/2/1
61572,2011/9/1
61572,NA
62403,2002/7/1
30747,2014/4/1
61538,NA
31258,2015/2/1
61988,NA
54207,2015/9/1
54207,2011/9/1
54207,NA
54207,2004/1/1
52964,NA
52964,NA
52964,NA
47590,NA
51696,2011/12/1
51696,NA
51696,NA
51696,2016/8/1
55112,2010/1/1
55112,2015/3/1
55112,NA
55112,NA
34082,2010/4/1
47678,2015/4/1
57630,NA
56813,2016/6/1
47740,2011/7/1
61955,2011/4/1
61955,2011/4/1
61955,2011/4/1
61955,NA
47767,2002/7/1
47767,2011/3/1
47767,2010/10/1
47767,2015/3/1
51129,NA
30990,NA
47775,NA
35095,2004/6/1
31523,NA
31652,NA
47767,2011/11/1
56860,2008/10/1
54680,2007/12/1
54680,NA
61527,2002/7/1
60762,2016/10/1
54231,NA
61687,2013/7/1
48366,2002/10/1
54586,2002/7/1
57303,NA
48805,2007/3/1
48805,2008/1/1
48805,2008/11/1
48947,2008/6/1
48947,NA
48947,2011/12/1
49016,2016/9/1
49081,NA
49081,NA
49081,2003/4/1
49188,NA
49188,NA
49188,NA
60743,NA
31683,2008/5/1
30737,NA
62204,2006/7/1
54758,2011/11/1
50647,2006/8/1
50647,NA
50647,2008/3/1
50647,2016/6/1
50662,2004/8/1
50662,2003/7/1
50662,2016/4/1
50662,NA
61828,2002/7/1
51645,NA
33724,NA
58824,2002/8/1
58383,2016/6/1
51337,NA
51950,NA
51085,NA
50545,2008/8/1
53266,2012/4/1
53266,NA
58383,2013/10/1
62144,2009/6/1
61533,NA
56531,2013/1/1
56531,NA
56531,NA
60133,NA
54781,NA
51337,NA
51337,NA
29668,2015/5/1
58857,2015/12/1
32124,2016/7/1
31258,NA
51343,NA
51343,2016/7/1
51343,NA
51343,2014/3/1
54256,NA
59282,NA
59282,2014/12/1
29668,NA
61906,NA
54950,2002/7/1
54950,NA
54950,2010/9/1
54950,2003/12/1
54950,2013/2/1
54950,2013/2/1
54950,2013/2/1
62307,NA
62307,NA
51098,2014/7/1
51098,2011/4/1
57444,NA
57444,NA
42009,NA
58583,NA
61483,2016/12/1
51388,NA
51132,2016/10/1
54642,2002/7/1
54642,2004/4/1
54642,2010/9/1
54642,NA
54642,2002/7/1
54642,2013/12/1
51306,NA
51306,NA
51306,2016/5/1
51306,2016/5/1
51085,2007/1/1
51085,2013/7/1
51085,NA
51085,NA
56183,NA
56183,2009/10/1
42009,2010/6/1
42009,2011/12/1
42009,2006/1/1
60850,NA
61181,NA
61181,2011/7/1
60876,2013/1/1
32334,NA
50805,2002/7/1
61911,NA
60838,2002/7/1
61750,2016/12/1
61074,NA
61074,2013/9/1
61074,2016/11/1
48488,2016/3/1
53426,NA
53426,NA
53426,NA
52976,NA
61121,2011/1/1
62305,2016/8/1
47678,NA
51692,NA
51692,NA
62301,2010/1/1
62094,2014/11/1
62094,NA
62094,NA
60604,NA
60604,NA
60604,NA
34154,2002/8/1
62016,2005/2/1
62016,NA
61473,2002/7/1
61473,2016/12/1
61243,NA
61148,NA
52375,NA
61575,NA
52375,NA
52375,2016/12/1
51404,NA
32659,2015/5/1
61442,2004/9/1
30100,NA
61438,2011/4/1
32095,2002/7/1
62122,2003/5/1
62122,2011/7/1
62122,NA
62122,NA
58339,2009/5/1
58339,2002/7/1
58339,NA
58339,2006/12/1
58339,2011/2/1
61129,NA
54269,NA
32668,NA
61524,NA
61524,2016/3/1
61524,NA
52005,NA
60111,NA
52005,NA
60456,2003/4/1
60456,NA
60456,2016/6/1
60456,NA
60456,2016/3/1
61516,2014/6/1
52396,NA
52396,NA
51334,NA
62336,2007/5/1
62336,NA
62336,NA
61515,NA
59162,NA
59162,NA
59162,NA
59162,2017/1/1
59162,2012/12/1
61136,NA
61136,NA
61136,NA
51337,NA
52184,2010/7/1
51696,NA
29710,NA
57046,2009/5/1
57046,2016/10/1
57046,2004/7/1
51178,NA
57274,NA
48717,2009/8/1
59036,2002/7/1
51650,2010/2/1
61988,NA
62071,2013/11/1
62115,NA
61680,2012/9/1
61680,2010/4/1
61680,NA
55273,NA
58280,2009/8/1
58280,2015/2/1
58280,2015/4/1
59486,NA
51416,2012/6/1
51416,2010/9/1
51416,2015/6/1
61813,2016/6/1
61813,NA
61813,NA
60900,NA
30444,NA
30444,2009/7/1
30444,NA
32801,NA
30743,2010/12/1
61513,NA
52375,2016/12/1
61262,NA
61262,2016/8/1
61495,2009/8/1
61495,2013/7/1
61495,2013/7/1
61495,NA
61495,NA
58347,NA
60873,2012/1/1
56660,2002/7/1
56660,2002/7/1
56660,2014/7/1
56660,2011/12/1
56660,2009/5/1
54505,2016/1/1
54505,2002/7/1
54505,NA
54954,NA
54954,NA
39179,2005/7/1
51473,NA
51473,2006/8/1
51473,2012/4/1
51473,NA
61180,NA
61495,NA
51129,NA
54686,2006/4/1
31683,NA
30368,2009/10/1
52971,NA
52971,NA
52971,NA
52937,2014/1/1
52937,2017/1/1
34868,2016/12/1
52145,NA
52145,2014/7/1
52145,2015/2/1
62091,2011/4/1
62091,NA
62091,NA
51693,2009/10/1
51693,NA
51693,NA
61265,2011/4/1
52302,NA
52302,NA
52302,NA
51693,NA
51693,NA
60817,NA
60817,NA
60817,NA
60817,NA
52239,NA
52239,NA
52239,NA
61176,NA
61176,2012/2/1
56504,NA
61429,NA
62230,NA
54758,2016/6/1
51922,2012/11/1
51922,NA
51922,NA
51922,NA
61994,2009/12/1
53005,2007/12/1
53005,2010/1/1
61950,2002/7/1
32007,2008/10/1
32007,2012/12/1
32007,2011/2/1
47149,2014/6/1
61669,2012/9/1
51908,2016/8/1
51908,2013/5/1
61569,2014/5/1
59180,NA
52761,NA
52761,NA
52761,NA
52761,NA
52761,NA
61162,2005/10/1
51908,NA
61551,2009/12/1
31524,NA
60856,NA
31835,NA
52085,2002/7/1
52085,NA
52085,2012/1/1
59855,2008/9/1
59855,2002/10/1
59855,NA
52085,2015/9/1
34319,2002/7/1
61980,2011/11/1
61980,NA
31826,2013/2/1
47655,2015/4/1
48947,NA
48947,NA
61262,2010/4/1
61164,2012/7/1
47149,2014/6/1
62228,NA
62228,2009/8/1
62228,NA
62228,NA
52343,2003/12/1
52343,NA
52223,NA
52223,NA
52223,2013/4/1
59034,2002/7/1
59034,NA
59034,2013/4/1
59034,NA
59034,NA
60380,2015/2/1
60380,2016/9/1
60380,NA
60380,NA
60380,NA
58734,2011/11/1
53793,2009/11/1
53793,2009/8/1
53793,2016/10/1
53793,2016/10/1
51645,NA
51645,NA
51645,NA
51645,NA
52223,NA
54935,NA
52276,NA
52184,NA
62220,2003/12/1
52204,2008/3/1
59722,NA
52485,NA
48532,2011/3/1
60298,NA
31991,NA
61522,2004/11/1
61794,2007/12/1
30905,2015/7/1
30905,NA
53282,NA
53282,2014/4/1
53282,NA
53194,NA
53194,2016/1/1
53194,NA
56397,2013/11/1
56860,NA
52976,NA
52359,2007/6/1
52359,NA
52359,NA
60874,2014/7/1
52283,2015/4/1
52283,NA
52283,2016/6/1
52283,NA
52283,2016/10/1
61995,NA
61995,NA
61995,NA
61995,NA
50867,NA
50867,2002/7/1
52372,NA
30249,NA
52338,2007/5/1
52338,2006/1/1
52338,NA
52338,2002/9/1
61781,2006/12/1
56725,NA
57663,NA
60736,NA
60736,NA
60736,NA
60736,NA
58802,2002/7/1
58802,2015/2/1
59899,NA
59899,NA
59899,NA
61724,2014/1/1
61724,2011/8/1
61987,2009/5/1
61987,2008/4/1
61987,NA
60896,2016/8/1
61163,NA
61163,NA
61163,NA
61163,2016/12/1
56685,2005/11/1
56685,NA
56685,NA
52145,2003/12/1
61000,2002/7/1
52405,2002/7/1
52405,2015/8/1
32095,NA
62087,2014/5/1
52145,NA
60497,2008/8/1
56504,NA
60930,NA
62101,NA
62101,2002/7/1
62101,NA
55719,NA
61181,NA
60904,2014/4/1
52546,2011/6/1
52546,2006/2/1
52546,NA
33941,NA
60818,NA
60818,2014/2/1
61083,NA
61083,2014/9/1
52552,NA
52552,2010/7/1
61724,NA
59093,NA
31812,NA
49081,NA
49081,NA
61095,NA
60953,2016/5/1
31734,2004/9/1
33339,NA
33339,NA
61590,2014/4/1
56318,2013/2/1
56318,2013/7/1
56318,2013/7/1
56318,NA
56318,2010/7/1
31610,NA
61158,2016/9/1
61158,2016/9/1
60671,2011/7/1
60671,2008/8/1
60671,2016/10/1
53659,2014/1/1
53659,NA
53659,2008/9/1
53603,2003/10/1
53603,2010/11/1
53603,NA
53603,NA
61844,2005/2/1
61450,NA
58824,NA
47590,NA
47590,NA
53115,2006/7/1
53115,NA
53115,2012/9/1
51645,2012/4/1
58824,2006/11/1
58824,2016/7/1
58824,NA
58824,2012/4/1
58824,NA
61685,NA
61685,NA
48776,NA
56319,NA
56319,2012/3/1
56319,NA
55881,2005/10/1
55881,2008/6/1
55881,NA
55881,2013/2/1
55881,2007/4/1
55881,2012/10/1
55881,2015/2/1
55881,2015/2/1
31734,NA
61041,NA
61611,NA
59697,NA
62301,NA
61106,NA
62031,NA
49678,NA
58668,2015/2/1
54083,2013/9/1
54083,2012/4/1
54083,NA
54083,2004/7/1
54083,NA
50662,NA
50662,2013/5/1
59036,NA
59036,2010/12/1
59036,2009/5/1
59036,NA
33413,NA
61546,NA
61546,2014/5/1
61546,NA
32418,2014/4/1
61843,NA
33941,NA
53561,NA
56531,NA
53742,2016/6/1
52926,NA
55719,2007/4/1
55719,2015/2/1
55719,2012/6/1
55719,2009/2/1
55719,2016/12/1
55719,NA
56191,NA
56191,NA
52302,NA
52005,NA
57698,2002/7/1
52947,NA
52947,2014/12/1
55175,NA
33824,2016/2/1
33824,NA
53688,NA
61080,NA
61080,NA
61606,NA
61606,NA
49447,NA
32418,NA
33410,NA
32418,NA
53005,2010/9/1
53005,NA
53005,2012/4/1
53005,2014/10/1
51910,2008/4/1
53054,2010/1/1
53054,2009/10/1
60966,2002/7/1
53432,2008/2/1
53432,NA
53432,2015/12/1
53432,2015/11/1
53432,NA
33139,2010/7/1
53534,2012/8/1
53000,2005/2/1
55623,NA
54075,NA
53282,2013/5/1
61747,NA
60760,2014/7/1
61994,2011/7/1
48296,NA
32980,NA
32980,NA
31712,NA
39179,NA
53573,NA
53573,NA
61831,2011/6/1
61831,NA
61831,NA
60907,NA
61264,2002/7/1
56319,NA
60771,2010/12/1
60771,2013/7/1
60771,2014/10/1
60771,NA
60771,2007/9/1
49447,NA
61320,2004/12/1
53446,2008/2/1
53446,NA
61067,2002/10/1
61067,2011/3/1
61067,NA
61067,NA
47767,NA
47767,NA
34126,2002/7/1
32324,NA
57697,2002/7/1
57697,2010/4/1
57697,2013/12/1
57697,2014/3/1
57697,NA
57697,NA
57697,NA
53266,NA
53305,NA
53305,NA
51693,2002/11/1
61795,2009/5/1
55600,2002/7/1
35475,2004/6/1
49662,2004/8/1
35460,NA
30163,2011/12/1
33268,2013/12/1
53446,2012/1/1
53929,2016/8/1
48532,NA
33170,NA
32680,2014/5/1
32680,2015/2/1
60904,NA
56156,NA
58431,NA
58431,2006/12/1
58431,2016/9/1
58431,2015/12/1
30670,2003/8/1
56237,2004/2/1
56237,NA
56237,2008/7/1
56237,NA
53673,NA
30100,NA
61711,2016/8/1
61386,2015/12/1
61386,2005/7/1
61386,NA
31782,NA
62098,2014/7/1
61220,2015/9/1
55136,NA
61370,NA
54120,NA
54120,2015/4/1
54120,NA
54120,NA
54120,NA
58040,2014/7/1
58040,2014/7/1
58040,2015/12/1
58040,2016/6/1
60995,2007/9/1
61308,NA
61703,NA
62186,NA
35045,2016/2/1
53534,2002/8/1
53534,2004/2/1
53534,NA
53534,2013/10/1
58802,2010/7/1
30747,2002/7/1
60908,2010/2/1
60908,NA
60908,2016/4/1
61728,NA
61728,NA
51416,NA
47678,2009/2/1
56638,2008/9/1
56638,NA
61680,NA
61680,2008/2/1
54269,2011/9/1
33289,2006/2/1
59592,2003/12/1
59592,NA
33941,NA
62077,NA
30645,NA
30645,NA
31659,NA
61643,2007/6/1
61643,2014/1/1
53793,NA
62392,NA
31779,2008/2/1
61539,2011/12/1
62080,2008/7/1
62080,NA
48721,NA
48805,NA
61778,2013/9/1
31718,2012/4/1
53838,2008/2/1
53838,NA
54269,NA
54269,2012/11/1
55700,2004/7/1
32961,2003/12/1
60970,2013/9/1
54075,NA
32754,NA
55600,2015/9/1
30645,NA
61451,NA
61451,NA
61451,2004/10/1
61451,NA
31610,NA
62127,2011/7/1
57870,NA
57870,NA
56638,NA
60890,2016/6/1
53948,NA
34082,NA
61080,NA
60671,2011/9/1
54158,2010/11/1
32334,NA
54954,NA
32613,NA
54231,2002/7/1
54231,NA
54231,NA
54231,NA
54505,2002/7/1
54505,2015/12/1
54505,NA
47157,NA
61331,2007/7/1
58583,NA
54538,2013/1/1
33138,NA
60929,2009/5/1
56840,2013/2/1
56840,2012/10/1
56840,2009/4/1
61388,NA
54179,NA
55600,NA
61602,NA
61602,NA
61602,NA
61381,NA
62365,NA
