ARRESTTIME,COUNCIL_DISTRICT
2016-11-16T02:00:00,1
2016-12-04T16:30:00,6
2016-09-06T02:14:00,6
2016-12-08T02:54:00,1
2016-12-10T00:18:00,9
2016-12-10T02:59:00,6
2016-09-27T11:45:00,3
2016-08-26T16:56:00,1
2016-08-02T21:45:00,6
2016-10-27T03:40:00,2
2017-01-21T15:28:00,2
2016-10-17T14:00:00,4
2016-11-29T09:00:00,1
2016-12-15T04:00:00,6
2016-09-03T09:15:00,6
2016-11-20T18:04:00,9
2016-08-24T00:25:00,6
2016-08-19T08:31:00,3
2016-12-31T10:38:00,1
2016-10-27T03:40:00,2
2017-01-21T15:43:00,3
2015-11-04T19:45:00,3
2017-01-24T12:50:00,1
2016-07-16T17:11:00,6
2016-08-03T00:55:00,3
2016-11-03T19:17:00,1
2016-11-17T03:00:00,4
2016-08-11T11:40:00,1
2016-08-30T20:39:00,9
2016-10-13T10:39:00,1
2016-10-28T14:30:00,9
2016-11-08T11:51:00,1
2016-12-18T01:30:00,3
2016-09-29T01:05:00,7
2016-08-10T13:40:00,2
2016-10-31T09:30:00,2
2016-11-02T11:47:00,7
2016-11-02T00:33:00,
2016-10-30T03:40:00,7
2016-12-01T10:00:00,6
2016-12-31T23:08:00,7
2016-09-03T14:30:00,6
2016-08-26T12:18:00,1
2016-09-24T02:02:00,7
2016-10-20T00:16:00,2
2016-08-14T16:30:00,9
2016-10-16T18:04:00,7
2016-10-11T15:15:00,2
2016-08-01T10:06:00,6
2016-09-14T14:30:00,4
2016-11-08T19:05:00,
2016-11-18T22:50:00,1
2016-09-23T23:15:00,9
2016-12-07T01:45:00,8
2016-11-29T08:00:00,6
2016-08-02T12:25:00,
2016-08-02T12:17:00,9
2016-12-10T21:46:00,7
2016-09-30T20:46:00,9
2016-08-02T03:55:00,4
2016-08-25T17:10:00,2
2016-08-21T17:50:00,5
2016-09-14T17:10:00,6
2016-09-21T11:35:00,4
2016-11-07T20:14:00,6
2016-08-06T01:45:00,6
2016-09-27T11:30:00,6
2016-09-27T19:15:00,3
2016-08-08T23:15:00,7
2016-11-01T17:00:00,4
2016-11-16T11:44:00,7
2016-12-07T13:35:00,4
2016-11-25T00:23:00,1
2016-09-27T19:35:00,1
2016-11-13T15:40:00,1
2016-08-22T10:00:00,9
2016-08-11T09:50:00,8
2016-11-25T05:36:00,9
2016-11-25T05:36:00,9
2016-11-24T12:14:00,3
2016-11-25T11:22:00,6
2016-08-12T02:48:00,7
2016-08-16T20:33:00,2
2016-08-27T11:25:00,4
2016-08-16T21:15:00,1
2016-09-29T01:40:00,6
2016-10-11T16:14:00,8
2016-11-05T19:50:00,7
2016-11-20T01:15:00,2
2016-10-20T00:00:00,
2017-01-17T16:40:00,6
2016-08-04T17:11:00,1
2016-11-16T12:55:00,4
2016-11-16T21:30:00,3
2016-12-28T18:02:00,9
2017-01-11T17:45:00,6
2016-09-14T00:46:00,4
2016-12-04T23:31:00,4
2016-12-07T14:20:00,2
2016-10-31T08:50:00,6
2016-11-15T05:05:00,1
2016-09-25T22:30:00,7
2016-08-04T18:35:00,1
2016-08-18T07:00:00,6
2016-10-12T20:50:00,3
2016-11-07T00:51:00,2
2016-12-15T19:40:00,6
2016-08-21T18:30:00,3
2016-08-21T01:32:00,3
2016-09-29T17:59:00,6
2016-10-15T15:44:00,2
2016-11-29T00:22:00,6
2016-09-08T19:30:00,4
2016-10-15T17:41:00,1
2016-11-30T04:00:00,3
2016-12-10T16:43:00,3
2016-11-03T17:01:00,6
2016-08-24T07:00:00,1
2016-10-08T10:20:00,4
2016-08-27T02:30:00,9
2016-12-01T09:18:00,5
2016-12-07T12:10:00,3
2016-09-14T03:54:00,6
2016-11-28T13:17:00,6
2016-12-01T08:51:00,8
2016-08-31T20:06:00,9
2016-09-15T10:16:00,4
2016-12-12T17:55:00,4
2016-12-12T18:02:00,6
2016-09-29T20:50:00,7
2016-09-16T18:30:00,4
2016-11-25T02:10:00,9
2016-09-08T19:50:00,1
2016-09-28T13:09:00,1
2016-10-16T17:55:00,9
2016-08-10T05:08:00,6
2016-10-03T01:55:00,3
2016-08-19T21:11:00,3
2016-10-15T16:45:00,1
2016-12-07T16:55:00,2
2016-08-31T21:29:00,6
2016-08-05T21:13:00,5
2016-09-28T17:00:00,9
2016-11-07T13:34:00,6
2016-11-21T23:05:00,7
2016-11-29T09:00:00,1
2016-12-03T10:13:00,6
2016-12-11T17:53:00,6
2016-08-31T20:45:00,1
2016-07-07T17:20:00,1
2016-08-27T02:30:00,9
2016-09-12T00:08:00,9
2016-09-28T14:45:00,9
2016-09-28T20:15:00,9
2016-11-08T21:09:00,7
2016-11-26T08:22:00,6
2016-12-07T17:35:00,1
2016-08-10T17:50:00,
2016-10-13T06:10:00,3
2016-08-30T08:00:00,6
2016-09-21T15:40:00,1
2016-10-18T14:47:00,6
2016-12-17T21:55:00,5
2016-11-25T12:00:00,3
2016-09-21T07:45:00,9
2016-10-03T19:40:00,9
2016-09-14T20:53:00,9
2016-11-29T09:00:00,1
2016-08-16T00:25:00,1
2016-12-19T07:13:00,3
2016-08-19T16:13:00,9
2016-08-17T14:45:00,1
2016-08-20T00:35:00,3
2016-08-20T02:30:00,5
2016-09-13T11:22:00,1
2016-12-01T09:52:00,2
2016-12-01T09:52:00,2
2016-10-13T04:10:00,2
2016-10-17T01:24:00,
2016-08-09T17:14:00,1
2016-11-22T11:00:00,9
2016-12-13T01:28:00,
2016-10-17T13:35:00,9
2016-11-17T21:00:00,9
2016-11-15T15:42:00,3
2016-09-12T02:20:00,1
2016-09-13T10:55:00,1
2016-08-24T19:20:00,1
2016-08-31T18:10:00,9
2016-12-15T18:42:00,3
2016-10-15T19:11:00,1
2016-09-08T21:00:00,3
2016-10-20T18:05:00,9
2016-10-23T06:20:00,4
2016-11-24T08:23:00,
2016-12-14T02:07:00,1
2016-12-21T16:55:00,9
2016-10-15T11:35:00,9
2016-10-30T12:25:00,9
2016-10-16T21:27:00,4
2016-10-20T15:47:00,3
2016-08-20T00:20:00,6
2016-09-14T22:09:00,
2016-09-01T11:58:00,2
2016-10-14T22:48:00,1
2016-10-28T13:21:00,6
2016-08-29T16:24:00,3
2016-12-13T09:54:00,9
2016-10-04T09:30:00,5
2016-11-11T11:25:00,5
2016-12-07T08:55:00,3
2016-11-25T13:15:00,4
2017-01-20T19:00:00,
2016-08-18T07:20:00,
2016-09-07T13:24:00,7
2016-08-12T17:55:00,7
2016-10-20T16:12:00,6
2016-10-18T16:25:00,1
2016-11-30T09:55:00,9
2017-01-07T23:29:00,6
2016-08-22T19:45:00,3
2016-08-23T17:20:00,4
2016-09-10T09:07:00,2
2017-01-11T22:10:00,1
2016-12-14T16:55:00,6
2016-08-21T08:30:00,1
2016-12-15T23:01:00,
2016-09-08T07:57:00,9
2016-08-25T09:30:00,9
2016-08-08T14:17:00,1
2016-10-24T21:49:00,3
2016-10-10T17:33:00,6
2016-09-02T11:50:00,9
2016-08-24T20:00:00,3
2016-10-30T08:55:00,4
2016-11-08T13:46:00,1
2016-11-16T18:51:00,3
2016-10-20T01:35:00,9
2016-09-03T08:30:00,1
2016-08-20T01:13:00,2
2016-08-05T16:27:00,9
2016-10-26T16:00:00,3
2016-10-04T15:55:00,3
2016-10-10T21:45:00,9
2016-10-26T03:10:00,6
2016-11-27T10:36:00,9
2016-12-21T20:22:00,4
2016-12-05T09:20:00,1
2016-09-28T21:15:00,4
2016-10-21T20:00:00,7
2016-12-08T21:24:00,6
2016-12-22T08:33:00,
2016-08-31T20:00:00,1
2016-10-21T20:02:00,7
2016-10-21T01:14:00,3
2016-08-09T12:52:00,9
2016-10-21T01:50:00,7
2016-10-12T02:00:00,3
2016-08-09T17:50:00,1
2016-11-01T21:52:00,5
2016-11-11T18:22:00,8
2016-11-17T21:10:00,3
2016-10-05T17:05:00,6
2016-12-21T17:40:00,6
2016-08-13T01:57:00,9
2016-09-13T22:55:00,1
2016-09-01T14:00:00,5
2016-08-19T02:56:00,3
2016-11-11T19:11:00,6
2016-11-28T08:14:00,4
2016-09-07T08:10:00,7
2016-06-17T15:33:00,2
2016-08-20T16:40:00,4
2016-09-29T11:10:00,7
2016-11-10T13:10:00,3
2016-11-14T14:57:00,6
2016-09-09T15:44:00,3
2016-11-18T21:15:00,1
2016-10-10T22:04:00,1
2016-11-26T12:26:00,1
2016-08-16T15:11:00,1
2016-10-04T09:30:00,6
2016-10-17T08:00:00,6
2016-09-03T00:25:00,6
2016-11-25T16:39:00,2
2016-11-26T16:00:00,1
2016-08-21T13:36:00,7
2016-11-05T17:00:00,1
2016-10-03T13:05:00,3
2016-11-19T10:39:00,6
2016-12-07T17:00:00,3
2016-08-17T19:12:00,3
2016-11-22T19:28:00,4
2016-11-22T20:11:00,1
2016-11-20T01:27:00,3
2016-08-20T03:38:00,3
2016-11-24T17:14:00,1
2016-10-23T17:49:00,6
2016-08-06T15:15:00,4
2017-01-05T10:00:00,1
2016-08-30T04:00:00,6
2016-12-11T17:01:00,9
2016-08-17T05:42:00,3
2016-08-20T20:22:00,9
2016-10-09T21:45:00,6
2016-09-10T02:20:00,3
2016-08-21T00:01:00,8
2016-09-20T20:35:00,1
2016-09-03T03:58:00,3
2016-11-27T17:20:00,6
2016-09-14T20:30:00,9
2016-09-28T19:23:00,
2016-11-22T02:15:00,9
2016-11-25T00:12:00,6
2016-12-03T16:27:00,6
2016-11-12T19:24:00,6
2016-09-06T00:26:00,9
2016-09-15T00:27:00,6
2016-10-12T07:30:00,2
2016-10-05T18:13:00,1
2016-10-21T11:45:00,9
2016-11-22T02:35:00,7
2016-11-20T05:13:00,6
2016-09-06T10:43:00,2
2016-09-06T11:40:00,7
2016-09-06T00:26:00,9
2016-09-30T04:59:00,6
2016-11-25T20:00:00,7
2016-12-31T14:10:00,4
2016-08-07T22:29:00,9
2016-11-18T01:15:00,2
2016-08-28T05:25:00,6
2016-09-15T16:05:00,7
2016-09-15T15:13:00,9
2016-11-25T19:04:00,6
2016-11-25T20:40:00,9
2016-09-30T19:20:00,1
2016-08-19T03:51:00,9
2016-08-21T19:35:00,7
2016-10-06T10:00:00,9
2016-08-16T10:00:00,2
2016-09-11T09:20:00,1
2016-11-28T05:25:00,4
2016-09-15T09:45:00,1
2016-09-30T05:25:00,7
2016-12-22T22:52:00,
2017-01-06T21:09:00,1
2016-10-17T14:42:00,5
2016-08-01T16:40:00,6
2016-08-06T03:24:00,9
2016-08-05T02:30:00,6
2016-09-28T20:30:00,6
2016-10-14T02:11:00,9
2016-12-31T01:45:00,4
2016-09-29T00:55:00,9
2016-11-01T09:32:00,4
2016-10-17T17:58:00,6
2016-08-07T20:52:00,6
2016-08-22T18:51:00,9
2016-09-15T17:00:00,4
2016-12-08T19:06:00,9
2016-08-04T12:46:00,1
2016-09-30T02:05:00,3
2016-11-20T00:38:00,1
2016-12-03T19:49:00,7
2016-08-16T16:53:00,6
2016-12-09T11:00:00,4
2016-12-08T04:00:00,
2016-11-11T13:18:00,3
2017-01-25T17:00:00,1
2016-09-27T11:45:00,3
2016-12-14T00:30:00,3
2016-11-08T15:25:00,4
2016-08-21T00:45:00,6
2016-12-21T16:08:00,6
2016-10-03T15:59:00,7
2016-08-19T00:30:00,4
2016-10-20T21:41:00,6
2016-12-03T23:46:00,3
2016-10-14T06:15:00,3
2016-10-20T23:50:00,7
2016-10-17T18:40:00,6
2016-10-24T14:35:00,6
2016-08-24T10:05:00,2
2016-09-17T16:00:00,6
2016-10-18T19:30:00,9
2016-11-26T20:17:00,1
2016-08-27T11:52:00,2
2016-12-17T08:13:00,4
2016-08-15T13:30:00,5
2016-10-18T19:48:00,5
2016-12-16T01:48:00,3
2016-08-24T13:20:00,9
2016-10-29T03:52:00,1
2016-11-14T12:40:00,9
2016-10-22T23:04:00,9
2016-08-31T21:56:00,5
2016-09-09T02:00:00,6
2016-09-28T01:30:00,9
2016-10-29T12:26:00,6
2016-12-02T20:56:00,2
2016-08-13T15:43:00,2
2016-10-22T00:45:00,1
2016-12-16T03:45:00,9
2017-01-02T09:12:00,7
2016-09-14T13:30:00,1
2016-08-23T21:32:00,8
2016-12-03T08:00:00,6
2016-08-23T20:46:00,7
2016-09-30T05:29:00,3
2016-08-22T22:09:00,1
2016-10-17T16:45:00,3
2016-12-18T18:20:00,6
2016-12-20T08:00:00,1
2017-01-12T01:33:00,6
2016-07-09T00:03:00,2
2016-07-26T17:12:00,6
2016-11-03T19:18:00,5
2016-09-01T02:26:00,6
2016-08-13T02:43:00,3
2016-09-20T22:37:00,6
2016-10-25T17:00:00,6
2016-11-09T12:15:00,6
2016-11-13T19:04:00,1
2017-01-01T00:58:00,3
2016-08-20T21:36:00,5
2016-08-27T03:25:00,3
2016-08-26T13:58:00,2
2016-08-19T17:55:00,3
2016-08-13T02:18:00,6
2016-09-30T13:34:00,8
2016-11-22T18:50:00,1
2017-01-09T12:00:00,6
2017-01-13T18:25:00,4
2016-12-07T11:45:00,6
2016-09-30T13:10:00,2
2016-08-27T03:15:00,3
2016-10-30T09:35:00,1
2016-11-12T15:20:00,
2016-12-19T08:45:00,9
2016-10-13T12:05:00,6
2017-01-04T01:45:00,
2016-08-13T08:45:00,5
2016-10-17T16:47:00,3
2016-08-17T06:22:00,6
2016-09-06T11:00:00,6
2016-08-30T23:30:00,3
2017-01-16T18:55:00,2
2016-10-06T16:05:00,6
2016-09-30T20:36:00,9
2016-08-03T23:10:00,6
2016-11-22T20:42:00,5
2016-11-26T00:45:00,1
2016-11-26T09:44:00,9
2016-11-27T12:05:00,2
2016-08-15T21:25:00,
2016-08-17T20:05:00,6
2016-09-24T17:15:00,1
2016-11-29T12:00:00,1
2016-10-28T23:55:00,1
2017-01-09T17:00:00,6
2016-08-30T16:50:00,8
2016-11-27T12:35:00,2
2016-08-29T11:20:00,6
2016-11-25T17:46:00,4
2016-11-29T12:00:00,1
2016-08-20T06:02:00,9
2017-01-12T03:30:00,
2017-01-16T19:08:00,6
2016-09-06T18:58:00,1
2016-08-21T05:00:00,9
2016-11-07T13:55:00,6
2016-08-20T01:10:00,2
2016-11-22T16:35:00,
2017-01-13T18:33:00,6
2017-01-22T04:50:00,4
2016-11-15T06:40:00,9
2016-12-03T01:15:00,9
2016-11-27T11:40:00,9
2016-09-30T17:41:00,6
2016-11-23T18:37:00,6
2016-10-18T15:00:00,1
2016-08-22T17:30:00,6
2016-08-22T01:39:00,9
2016-09-09T11:09:00,6
2016-09-13T09:15:00,6
2016-09-09T12:30:00,3
2016-10-19T13:30:00,2
2016-11-22T19:28:00,4
2017-01-16T00:20:00,1
2016-12-07T13:40:00,5
2016-08-29T16:24:00,3
2016-08-08T10:20:00,
2016-09-20T12:00:00,5
2016-10-16T09:52:00,6
2017-01-21T20:00:00,
2016-08-06T00:45:00,3
2016-09-21T19:10:00,6
2016-08-28T03:01:00,7
2016-11-29T15:00:00,3
2016-10-18T11:40:00,
2016-09-27T11:45:00,3
2016-10-13T12:36:00,9
2016-11-03T20:34:00,3
2017-01-16T20:54:00,6
2016-09-09T12:30:00,1
2016-11-24T20:50:00,3
2016-09-25T16:40:00,
2016-09-02T12:04:00,4
2016-08-20T19:00:00,2
2016-10-01T11:30:00,1
2017-01-18T18:36:00,4
2016-11-02T22:17:00,5
2016-12-15T10:20:00,6
2017-01-01T02:15:00,1
2017-01-06T15:00:00,1
2016-11-12T21:49:00,6
2016-09-16T23:52:00,6
2016-10-01T13:13:00,6
2016-11-17T12:00:00,9
2016-11-26T12:48:00,3
2016-11-19T14:45:00,1
2016-11-26T12:15:00,1
2016-12-20T21:30:00,9
2016-08-22T01:22:00,8
2016-09-10T13:50:00,9
2016-11-03T21:03:00,3
2017-01-06T16:05:00,9
2016-11-26T12:15:00,1
2016-11-26T12:26:00,1
2016-12-10T20:36:00,
2016-08-13T17:08:00,6
2016-12-31T23:08:00,7
2016-11-26T14:32:00,6
2016-07-31T20:03:00,3
2016-08-02T19:00:00,
2016-09-26T16:00:00,3
2016-11-28T10:44:00,5
2016-08-06T11:45:00,2
2016-10-01T16:40:00,7
2016-11-26T13:09:00,6
2016-08-13T18:52:00,
2016-11-27T08:52:00,7
2016-09-01T09:30:00,6
2016-10-11T09:45:00,1
2016-10-19T19:39:00,6
2016-08-13T22:05:00,2
2016-09-01T18:00:00,2
2016-10-22T05:15:00,3
2016-11-09T10:35:00,1
2016-12-21T01:53:00,3
2016-08-14T19:40:00,8
2016-09-25T18:07:00,1
2016-10-01T19:30:00,1
2016-10-29T17:15:00,6
2016-11-19T14:45:00,1
2016-11-13T17:00:00,6
2016-09-07T18:50:00,1
2016-08-18T17:45:00,6
2016-10-09T18:30:00,9
2016-10-21T06:09:00,
2016-11-27T16:20:00,
2016-09-05T10:35:00,1
2016-09-10T17:30:00,4
2016-10-18T21:35:00,9
2016-10-18T22:50:00,9
2017-01-23T12:13:00,6
2016-09-05T20:55:00,9
2016-11-14T13:30:00,1
2016-12-19T05:45:00,6
2016-09-20T08:30:00,6
2016-08-06T16:30:00,3
2016-08-15T11:15:00,3
2016-09-01T19:18:00,9
2016-08-22T18:15:00,
2016-11-14T19:41:00,9
2016-11-26T21:50:00,
2016-11-26T03:57:00,
2016-11-26T15:43:00,2
2016-11-22T17:05:00,1
2016-08-25T19:33:00,1
2016-08-26T17:16:00,6
2016-09-23T11:25:00,3
2016-09-01T14:21:00,9
2016-09-25T02:23:00,4
2016-10-03T10:30:00,2
2017-01-13T21:53:00,5
2016-11-22T17:25:00,2
2016-11-22T17:10:00,1
2016-12-19T06:16:00,
2017-01-19T17:30:00,
2016-08-18T06:03:00,4
2016-08-22T21:18:00,1
2016-09-23T00:10:00,
2016-10-01T01:43:00,3
2016-09-13T16:08:00,3
2016-12-19T14:30:00,6
2016-09-18T04:05:00,3
2016-08-12T06:04:00,2
2016-10-10T12:37:00,6
2016-10-27T00:30:00,6
2016-11-14T21:15:00,7
2016-10-01T01:43:00,3
2017-01-01T08:44:00,1
2016-09-28T22:08:00,1
2016-08-11T00:30:00,1
2016-08-22T13:00:00,1
2016-08-31T15:34:00,9
2016-10-26T18:15:00,3
2016-11-06T02:00:00,
2016-09-18T01:30:00,2
2016-11-29T10:31:00,3
2016-09-11T02:37:00,3
2016-08-18T06:03:00,4
2016-09-02T01:42:00,3
2016-10-15T01:24:00,6
2016-11-22T17:40:00,6
2017-01-03T14:00:00,3
2016-09-03T08:00:00,3
2016-08-18T06:03:00,4
2016-11-25T19:04:00,6
2016-11-14T12:40:00,9
2016-09-08T01:00:00,3
2016-09-15T11:55:00,6
2016-10-01T02:40:00,1
2016-10-20T00:39:00,6
2016-11-14T12:40:00,9
2016-11-29T12:54:00,4
2016-02-17T15:25:00,1
2016-11-29T13:29:00,9
2016-09-25T02:23:00,4
2016-11-29T15:18:00,9
2016-11-27T02:10:00,2
2016-09-03T08:00:00,3
2016-09-25T20:49:00,
2016-09-26T01:03:00,6
2016-09-26T14:55:00,2
2016-08-21T12:38:00,9
2016-08-18T06:03:00,4
2016-09-29T19:15:00,1
2016-09-09T10:34:00,1
2017-01-11T02:10:00,6
2016-11-15T19:00:00,4
2016-11-29T13:29:00,9
2016-09-03T10:25:00,
2017-01-04T23:35:00,7
2015-05-29T07:55:00,4
2017-01-04T21:44:00,
2017-01-09T14:08:00,1
2016-10-19T13:00:00,7
2016-10-19T02:55:00,3
2016-10-23T16:17:00,4
2016-10-17T11:05:00,9
2016-10-23T15:35:00,6
2016-11-28T21:10:00,1
2016-08-05T11:30:00,6
2016-12-21T02:41:00,7
2016-08-17T07:40:00,9
2016-08-25T13:15:00,7
2017-01-04T21:55:00,4
2016-10-04T22:05:00,5
2017-01-06T04:00:00,4
2017-01-04T21:55:00,4
2016-10-15T00:26:00,6
2016-08-15T13:40:00,1
2016-10-02T01:30:00,1
2016-10-25T13:00:00,1
2016-10-23T22:34:00,2
2016-10-24T08:44:00,1
2016-10-26T23:50:00,1
2016-10-02T14:00:00,9
2016-10-22T23:59:00,1
2016-11-18T08:00:00,3
2016-12-06T10:00:00,9
2017-01-04T23:30:00,9
2017-01-02T23:09:00,6
2016-10-27T13:47:00,
2016-09-08T15:12:00,3
2017-01-15T05:00:00,1
2016-11-22T19:28:00,4
2016-08-17T14:20:00,1
2016-08-02T04:09:00,6
2016-09-01T10:48:00,2
2016-10-14T22:48:00,1
2017-01-25T16:00:00,1
2016-12-06T16:49:00,3
2016-09-11T16:20:00,1
2017-01-09T13:40:00,4
2016-10-02T16:27:00,
2016-11-27T02:02:00,3
2016-08-27T23:56:00,9
2016-11-29T01:04:00,3
2017-01-06T18:10:00,7
2016-08-27T18:37:00,9
2016-08-18T14:08:00,1
2016-10-12T07:30:00,2
2016-10-02T19:59:00,9
2016-11-13T22:32:00,6
2016-11-28T17:20:00,
2017-01-09T00:21:00,1
2016-11-29T18:30:00,3
2016-11-28T12:03:00,1
2016-10-15T18:50:00,6
2016-09-01T12:50:00,9
2016-10-25T11:23:00,8
2016-11-18T14:27:00,2
2016-12-08T19:00:00,9
2016-12-13T16:37:00,4
2017-01-18T12:55:00,2
2016-09-01T10:00:00,6
2016-09-13T16:32:00,1
2016-10-12T02:20:00,9
2016-08-07T02:42:00,9
2016-10-23T02:28:00,3
2016-10-23T03:17:00,5
2016-12-13T16:31:00,3
2016-10-18T15:00:00,1
2016-08-03T16:15:00,2
2016-10-23T01:35:00,6
2016-08-23T13:40:00,6
2016-10-03T13:29:00,
2016-10-14T22:48:00,1
2016-11-22T20:00:00,8
2016-08-16T19:12:00,3
2016-08-05T20:04:00,7
2016-11-26T00:47:00,1
2016-12-24T09:14:00,9
2016-08-07T02:30:00,2
2016-09-16T17:25:00,1
2016-08-09T18:30:00,1
2016-09-16T21:13:00,1
2016-10-29T18:26:00,2
2016-11-19T04:14:00,3
2016-08-10T23:28:00,6
2016-08-14T02:58:00,
2016-09-13T15:35:00,6
2016-11-26T02:09:00,3
2016-10-05T10:47:00,1
2016-08-16T15:27:00,9
2016-10-14T10:00:00,7
2016-10-02T12:10:00,3
2016-11-17T16:15:00,1
2017-01-18T15:54:00,6
2016-12-22T06:27:00,3
2017-01-16T14:41:00,2
2016-08-25T11:25:00,3
2016-08-05T02:10:00,1
2016-10-23T03:45:00,5
2016-08-08T16:16:00,8
2016-08-27T02:04:00,1
2016-08-21T16:34:00,2
2016-08-24T23:58:00,8
2016-10-23T05:54:00,1
2016-10-23T10:56:00,6
2016-12-28T21:45:00,5
2016-10-02T21:33:00,1
2016-08-27T00:04:00,4
2016-11-26T18:00:00,8
2016-09-03T08:00:00,3
2016-12-19T15:30:00,1
2016-10-11T12:16:00,3
2016-08-29T21:45:00,
2016-11-28T17:20:00,
2017-01-18T15:00:00,1
2016-08-29T23:30:00,4
2017-01-26T12:50:00,2
2016-08-07T20:23:00,6
2016-11-29T21:04:00,9
2016-11-30T02:06:00,1
2016-12-22T16:23:00,7
2016-10-15T06:40:00,1
2016-10-23T01:30:00,3
2016-10-24T12:26:00,9
2016-11-11T11:44:00,6
2016-10-23T10:56:00,6
2016-11-11T02:07:00,3
2016-11-23T19:32:00,1
2016-08-06T00:43:00,3
2016-10-25T18:34:00,5
2016-11-29T13:00:00,8
2016-09-13T11:00:00,1
2016-10-15T14:40:00,1
2016-09-28T19:25:00,1
2016-11-23T20:30:00,9
2016-11-23T20:42:00,2
2017-01-09T03:00:00,1
2016-12-07T15:50:00,4
2016-10-17T10:45:00,2
2016-12-13T02:46:00,7
2016-09-26T18:15:00,9
2016-09-30T21:22:00,1
2016-11-29T19:28:00,9
2016-09-06T13:40:00,6
2016-08-12T05:20:00,7
2016-08-10T02:20:00,6
2016-08-05T11:30:00,1
2016-10-03T16:58:00,5
2016-10-15T14:03:00,8
2016-11-28T12:03:00,1
2016-11-23T22:00:00,3
2016-08-14T05:30:00,1
2016-08-01T14:55:00,6
2016-10-18T05:40:00,1
2017-01-05T04:45:00,2
2016-08-26T17:10:00,9
2016-12-14T21:45:00,9
2016-10-06T18:16:00,9
2016-12-20T16:17:00,3
2016-08-23T13:55:00,2
2016-10-05T19:56:00,6
2016-11-26T11:37:00,4
2016-12-13T08:30:00,6
2016-08-26T19:30:00,
2016-09-13T20:00:00,5
2016-10-13T12:00:00,8
2016-11-23T12:30:00,7
2016-11-16T13:30:00,4
2016-12-17T03:40:00,3
2016-08-05T15:30:00,7
2016-10-31T09:00:00,9
2016-08-11T08:47:00,1
2016-09-16T20:35:00,1
2016-09-18T05:51:00,1
2016-10-21T07:27:00,7
2016-10-13T18:21:00,
2016-08-06T03:48:00,9
2016-10-16T15:55:00,6
2016-12-20T03:14:00,2
2016-08-03T22:45:00,3
2016-12-20T04:48:00,
2016-08-15T17:17:00,1
2016-08-15T16:26:00,3
2016-11-17T21:44:00,9
2016-08-24T02:34:00,9
2016-10-06T18:46:00,6
2016-08-05T21:33:00,9
2016-10-05T16:58:00,
2016-11-30T16:05:00,1
2016-11-30T16:05:00,1
2016-10-11T01:39:00,3
2016-08-24T14:00:00,5
2016-10-23T17:40:00,
2016-10-23T18:15:00,9
2016-10-08T00:23:00,3
2016-11-26T18:39:00,4
2016-11-30T16:05:00,1
2016-09-20T02:14:00,5
2016-08-29T01:40:00,9
2016-10-06T14:00:00,2
2016-11-30T18:55:00,2
2016-08-31T06:00:00,9
2016-12-12T11:30:00,5
2016-10-06T14:57:00,3
2016-11-24T01:40:00,4
2016-09-09T13:30:00,3
2016-09-20T02:15:00,9
2017-01-01T21:10:00,1
2016-10-19T02:55:00,3
2016-11-14T04:11:00,3
2017-01-09T05:19:00,9
2016-12-19T19:00:00,4
2016-12-20T16:44:00,6
2016-09-18T20:00:00,6
2016-08-08T18:15:00,8
2016-09-13T11:00:00,1
2016-09-30T20:18:00,6
2016-10-25T18:20:00,7
2016-12-12T16:07:00,8
2016-12-06T18:00:00,4
2016-09-02T13:00:00,4
2016-11-24T00:57:00,3
2016-11-24T03:15:00,4
2016-10-11T11:10:00,3
2016-09-27T16:20:00,
2016-12-05T14:15:00,
2016-08-06T01:30:00,3
2016-08-06T01:40:00,3
2016-08-23T19:10:00,
2016-09-29T18:00:00,3
2016-12-13T14:30:00,1
2016-07-29T21:00:00,1
2016-11-23T12:06:00,7
2016-12-13T15:05:00,3
2016-12-23T02:38:00,3
2016-12-10T21:46:00,7
2016-09-14T10:26:00,
2016-10-18T14:00:00,1
2016-09-27T18:30:00,9
2016-11-04T17:27:00,6
2016-11-17T03:05:00,6
2016-12-12T22:45:00,7
2016-09-21T14:30:00,6
2016-12-07T19:54:00,3
2016-12-11T11:40:00,9
2016-09-12T13:22:00,4
2016-10-21T10:30:00,4
2016-12-13T16:30:00,9
2016-09-27T03:45:00,
2016-11-19T09:00:00,9
2016-08-23T03:30:00,1
2016-08-18T18:35:00,1
2016-09-15T10:00:00,5
2016-09-26T10:30:00,3
2016-10-18T13:26:00,3
2017-01-24T23:00:00,9
2016-09-01T06:17:00,9
2016-08-22T17:42:00,5
2016-10-23T01:09:00,3
2016-11-14T09:45:00,6
2016-11-30T15:36:00,2
2016-11-18T19:50:00,8
2016-08-26T05:09:00,3
2017-01-09T21:00:00,9
2016-08-18T13:21:00,8
2016-09-24T00:43:00,3
2016-11-13T17:03:00,6
2016-08-17T03:15:00,9
2016-10-16T19:55:00,1
2016-09-13T09:15:00,5
2017-01-26T10:50:00,1
2016-09-12T10:51:00,6
2017-01-08T02:05:00,3
2016-09-08T18:35:00,1
2016-10-07T14:30:00,7
2017-01-28T18:00:00,6
2016-12-20T17:38:00,
2016-08-15T11:15:00,3
2016-10-20T11:09:00,1
2016-12-27T00:38:00,9
2016-08-18T20:20:00,1
2016-08-18T14:08:00,1
2016-08-16T12:00:00,6
2016-09-18T12:27:00,1
2016-10-15T19:04:00,6
2017-01-31T13:30:00,9
