ARRESTTIME,COUNCIL_DISTRICT
2016-11-20T09:59:00,7
2016-04-13T23:34:00,1
2016-09-30T20:36:00,3
2016-08-07T13:40:00,4
2016-10-03T16:47:00,2
2016-08-09T19:11:00,3
2016-09-30T22:18:00,6
2016-10-04T20:00:00,1
2016-08-23T13:36:00,
2016-12-17T09:50:00,1
2017-01-13T13:50:00,6
2016-10-05T17:08:00,6
2016-10-11T19:20:00,3
2016-08-16T20:50:00,1
2016-10-05T21:12:00,2
2016-11-23T20:40:00,3
2016-10-24T13:30:00,9
2016-11-20T11:43:00,2
2016-08-12T21:07:00,4
2016-08-12T20:15:00,2
2016-10-07T10:35:00,2
2016-10-20T19:50:00,
2016-12-12T09:05:00,8
2016-08-16T11:20:00,3
2016-09-13T10:40:00,2
2016-09-14T17:00:00,9
2016-10-11T10:23:00,5
2016-12-19T05:00:00,2
2016-10-17T20:23:00,9
2016-11-14T13:00:00,3
2016-09-21T13:05:00,8
2017-01-13T14:45:00,9
2016-08-31T21:29:00,6
2016-11-14T17:17:00,1
2017-01-13T15:30:00,3
2016-11-18T15:00:00,9
2017-01-18T18:15:00,3
2017-01-13T16:07:00,9
2016-09-06T18:44:00,3
2016-11-18T16:19:00,7
2016-11-14T21:00:00,9
2017-01-01T21:15:00,1
2016-10-09T02:40:00,2
2016-12-12T08:55:00,6
2016-10-02T12:30:00,2
2016-08-29T11:14:00,3
2016-09-04T01:38:00,6
2016-10-18T19:50:00,9
2017-01-07T19:00:00,6
2017-01-13T15:51:00,1
2016-10-06T15:22:00,7
2016-10-15T16:30:00,6
2016-09-16T17:57:00,2
2016-10-31T18:00:00,4
2016-12-19T13:08:00,6
2016-08-04T20:35:00,6
2016-09-16T08:47:00,4
2016-10-07T14:30:00,7
2016-08-02T13:45:00,3
2017-01-13T16:40:00,1
2016-07-25T08:55:00,6
2016-11-15T07:00:00,3
2016-11-09T14:35:00,4
2017-01-18T18:15:00,1
2016-07-14T16:05:00,1
2016-12-21T15:40:00,1
2016-11-17T21:00:00,2
2016-11-19T21:03:00,1
2016-12-22T13:17:00,2
2016-08-30T09:15:00,3
2016-09-01T06:17:00,7
2016-10-08T01:27:00,8
2016-12-05T02:55:00,9
2016-09-21T15:40:00,9
2016-09-21T14:00:00,1
2016-10-19T09:59:00,6
2016-08-31T06:00:00,5
2016-09-10T13:17:00,1
2016-10-12T20:00:00,
2016-10-29T12:36:00,5
2016-11-08T21:35:00,6
2016-12-05T19:02:00,6
2017-01-17T15:35:00,9
2016-08-19T20:22:00,
2016-09-13T09:15:00,1
2016-09-28T16:08:00,9
2016-09-09T20:45:00,3
2016-11-30T08:35:00,4
2016-08-28T21:30:00,7
2017-01-20T14:00:00,3
2016-09-16T13:20:00,
2016-10-07T15:09:00,
2017-01-11T22:00:00,5
2017-01-16T16:56:00,2
2017-01-16T16:52:00,5
2016-10-08T09:00:00,1
2017-01-16T17:56:00,9
2016-11-20T15:26:00,
2016-11-03T20:36:00,6
2016-09-07T13:38:00,9
2016-12-28T17:50:00,6
2017-01-05T16:38:00,5
2016-11-15T13:40:00,4
2017-01-16T17:58:00,
2016-09-25T12:30:00,1
2016-10-09T02:00:00,6
2016-11-16T12:30:00,4
2016-11-15T19:00:00,4
2016-11-04T17:50:00,4
2017-01-11T22:00:00,5
2016-08-14T15:38:00,8
2016-08-05T12:45:00,4
2016-08-07T22:08:00,6
2016-10-30T04:48:00,6
2017-01-16T20:02:00,6
2016-12-06T02:50:00,4
2016-11-18T01:10:00,4
2016-11-04T17:40:00,1
2016-08-11T18:12:00,9
2016-11-17T16:00:00,6
2016-09-23T16:40:00,1
2017-01-01T21:40:00,5
2016-09-09T04:50:00,1
2016-09-24T18:30:00,3
2016-08-31T13:30:00,4
2017-01-19T13:12:00,4
2016-08-18T20:24:00,5
2017-01-19T14:15:00,6
2017-01-06T19:13:00,6
2016-11-04T21:30:00,7
2016-11-13T16:15:00,4
2016-11-21T12:25:00,4
2017-01-19T10:54:00,2
2016-11-08T19:05:00,
2017-01-01T22:26:00,3
2017-01-30T11:15:00,9
2016-12-26T13:56:00,6
2016-12-29T02:14:00,7
2016-09-02T19:05:00,6
2016-08-20T19:05:00,1
2016-09-16T19:05:00,
2016-10-30T03:30:00,7
2016-11-04T02:18:00,9
2016-08-18T20:24:00,5
2017-01-16T21:20:00,6
2016-08-22T10:15:00,3
2016-12-08T01:45:00,6
2017-01-20T14:00:00,3
2016-09-06T17:35:00,7
2017-01-19T13:48:00,4
2017-01-19T10:35:00,6
2016-09-26T08:00:00,9
2016-09-06T11:00:00,6
2017-01-16T23:57:00,1
2016-11-08T21:09:00,7
2016-10-05T22:50:00,2
2016-11-17T16:16:00,6
2016-09-06T00:54:00,4
2016-11-17T16:16:00,6
2016-11-17T18:45:00,3
2016-08-22T13:30:00,2
2017-01-19T17:37:00,6
2016-11-09T17:36:00,6
2016-08-02T02:41:00,2
2016-11-22T18:06:00,6
2016-11-21T01:44:00,6
2016-11-20T20:06:00,1
2016-11-28T01:50:00,6
2016-11-30T20:45:00,1
2016-12-01T17:10:00,9
2016-09-16T18:59:00,1
2016-08-16T15:20:00,1
2016-12-01T17:30:00,9
2017-01-18T15:00:00,1
2016-08-10T23:50:00,3
2016-11-19T21:30:00,3
2016-11-19T21:30:00,3
2016-08-04T06:19:00,3
2017-01-29T02:55:00,9
2016-09-24T00:43:00,3
2016-11-09T19:02:00,
2016-09-16T20:10:00,8
2016-11-21T10:35:00,5
2017-01-04T10:50:00,
2016-09-25T04:00:00,1
2016-09-29T18:00:00,3
2016-10-01T00:01:00,3
2016-09-12T17:25:00,9
2016-11-17T23:54:00,
2017-01-19T13:46:00,2
2017-01-20T02:30:00,4
2017-01-19T13:35:00,1
2016-08-22T02:56:00,6
2016-08-22T02:56:00,6
2016-08-09T23:00:00,2
2016-09-13T22:51:00,3
2016-08-14T01:01:00,9
2016-12-21T18:25:00,2
2016-12-01T10:43:00,5
2016-12-13T20:20:00,8
2016-10-04T20:01:00,3
2016-10-08T13:40:00,7
2017-01-08T01:59:00,4
2017-01-05T22:50:00,2
2016-08-08T19:52:00,4
2016-09-03T04:40:00,6
2017-01-28T18:00:00,6
2017-01-26T11:02:00,1
2016-12-29T21:22:00,9
2016-09-03T08:00:00,3
2016-10-08T17:42:00,2
2016-08-21T23:28:00,4
2016-10-08T18:30:00,5
2016-11-08T14:07:00,6
2017-01-03T16:28:00,3
2016-11-01T16:10:00,5
2016-09-01T03:45:00,1
2017-01-26T19:00:00,1
2017-01-27T02:05:00,
2016-09-01T23:22:00,9
2016-10-15T14:10:00,9
2016-11-09T20:40:00,6
2016-11-28T20:52:00,1
2016-12-29T11:48:00,2
2017-01-30T17:12:00,3
2016-12-05T18:29:00,6
2017-01-08T03:07:00,9
2017-01-11T02:00:00,7
2016-08-29T23:30:00,4
2016-08-05T15:26:00,5
2016-09-29T09:30:00,6
2016-09-17T22:00:00,3
2016-11-21T03:38:00,3
2016-12-02T10:00:00,6
2016-08-26T13:14:00,9
2016-08-26T13:14:00,9
2016-09-15T21:00:00,1
2016-10-08T18:30:00,9
2016-11-09T23:08:00,3
2016-10-08T19:07:00,4
2016-12-16T13:15:00,
2017-01-08T08:23:00,2
2016-08-26T13:14:00,9
2016-10-12T23:50:00,4
2016-11-01T23:49:00,3
2016-12-26T03:45:00,9
2016-08-02T12:17:00,9
2016-10-18T11:45:00,3
2016-10-07T22:10:00,1
2016-11-23T09:30:00,2
2016-12-28T13:44:00,4
2016-11-23T10:00:00,6
2017-01-05T20:24:00,9
2016-10-09T20:52:00,9
2016-12-23T16:20:00,1
2016-08-02T12:17:00,9
2016-11-10T03:14:00,9
2016-09-14T18:32:00,4
2016-10-09T20:43:00,2
2016-12-29T08:15:00,5
2016-08-02T14:02:00,9
2016-10-06T16:20:00,1
2017-01-04T16:58:00,6
2016-08-25T18:41:00,3
2016-10-09T22:25:00,3
2016-10-25T18:20:00,2
2017-01-04T18:50:00,6
2016-08-20T19:20:00,1
2016-11-03T12:45:00,4
2016-11-10T15:00:00,4
2017-01-03T15:45:00,4
2016-08-23T11:00:00,6
2016-12-27T15:22:00,4
2016-12-26T10:30:00,9
2016-12-09T08:30:00,7
2017-01-06T13:24:00,6
2017-01-15T05:00:00,1
2016-10-12T20:50:00,3
2016-08-11T21:10:00,6
2016-08-04T14:28:00,6
2016-10-13T15:19:00,9
2016-12-29T19:42:00,6
2016-08-22T17:43:00,5
2017-01-18T15:00:00,1
2016-10-08T10:54:00,1
2016-10-19T11:50:00,1
2016-08-01T16:45:00,1
2016-10-18T13:15:00,
2017-01-17T10:50:00,9
2016-12-11T01:08:00,8
2016-08-06T20:57:00,9
2017-01-18T15:00:00,1
2016-10-18T12:33:00,3
2017-01-03T10:21:00,3
2016-08-21T17:44:00,4
2016-10-19T18:47:00,1
2017-01-18T15:00:00,1
2016-10-20T12:35:00,
2016-11-18T02:40:00,3
2016-11-25T19:00:00,4
2016-12-27T11:15:00,6
2016-08-06T03:39:00,9
2016-08-12T18:50:00,1
2017-01-11T07:20:00,3
2016-11-17T19:00:00,5
2016-09-18T00:30:00,2
2016-10-13T01:35:00,6
2016-08-16T19:25:00,2
2016-08-27T19:05:00,4
2016-11-11T01:40:00,3
2016-11-15T09:54:00,6
2016-11-16T09:20:00,2
2017-01-15T09:30:00,1
2017-01-04T20:00:00,1
2017-01-04T21:44:00,
2017-01-18T14:45:00,
2016-11-21T09:30:00,
2016-08-03T18:55:00,5
2017-01-03T00:04:00,9
2016-08-08T01:45:00,4
2016-12-12T15:20:00,4
2016-10-05T18:38:00,6
2016-12-06T03:29:00,1
2016-12-21T08:45:00,
2017-01-02T21:30:00,2
2016-11-15T15:15:00,
2016-08-10T15:50:00,2
2017-01-04T11:45:00,1
2016-12-16T13:12:00,1
2016-10-26T07:04:00,9
2016-10-22T20:58:00,9
2016-10-20T14:05:00,1
2016-12-06T21:15:00,3
2016-10-21T15:50:00,8
2016-11-15T15:15:00,
2016-12-10T16:25:00,2
2017-01-04T13:04:00,7
2016-08-08T03:12:00,2
2016-09-03T10:30:00,9
2016-09-04T18:42:00,7
2016-09-14T19:00:00,4
2016-09-19T16:20:00,2
2016-11-16T01:30:00,5
2016-11-15T12:15:00,2
2016-12-06T11:57:00,2
2016-10-18T20:34:00,1
2016-10-13T19:47:00,6
2016-11-05T00:18:00,3
2016-09-01T10:45:00,1
2017-01-18T15:00:00,1
2016-11-15T10:10:00,3
2016-10-01T17:35:00,1
2016-10-08T20:20:00,9
2016-12-12T17:37:00,3
2017-01-04T03:53:00,2
2017-01-04T04:37:00,1
2016-08-11T20:50:00,1
2016-10-10T00:30:00,1
2016-12-06T11:57:00,2
2017-01-04T14:35:00,9
2016-08-19T21:10:00,1
2016-08-22T20:40:00,4
2016-10-15T10:14:00,
2016-12-09T19:50:00,3
2016-11-08T02:46:00,3
2016-11-05T17:58:00,6
2017-01-09T08:25:00,1
2016-12-09T20:54:00,4
2016-08-21T04:55:00,3
2016-08-12T19:15:00,6
2016-08-31T00:35:00,9
2017-01-21T09:10:00,7
2016-10-12T01:50:00,2
2017-01-21T19:15:00,3
2016-10-10T09:00:00,7
2016-08-23T19:45:00,
2016-09-13T11:00:00,1
2016-08-23T18:45:00,4
2016-10-14T12:45:00,1
2016-11-15T17:43:00,1
2017-01-21T09:38:00,2
2016-08-23T21:51:00,9
2016-09-21T13:35:00,1
2016-10-14T12:58:00,1
2016-11-08T06:04:00,5
2016-12-08T16:45:00,6
2016-12-30T21:01:00,1
2016-09-20T00:50:00,3
2017-01-09T09:10:00,9
2017-01-31T20:30:00,2
2016-08-17T18:30:00,
2016-10-14T12:16:00,1
2016-11-27T17:10:00,6
2016-08-18T20:40:00,
2016-11-16T14:03:00,1
2017-01-13T13:24:00,4
2017-01-13T13:24:00,4
2016-11-22T13:30:00,6
2016-08-16T02:27:00,9
2016-10-01T02:40:00,
2017-01-13T12:11:00,5
2016-10-07T15:04:00,5
2017-01-02T19:53:00,1
2016-12-20T11:19:00,
2016-12-10T19:25:00,6
2017-01-06T01:17:00,3
2016-11-11T12:30:00,
2016-12-10T20:32:00,2
2016-09-12T08:50:00,6
2016-11-01T11:30:00,9
2016-09-13T08:45:00,5
2016-08-28T10:14:00,2
2016-10-14T15:27:00,2
2017-01-07T01:31:00,4
2016-10-14T16:35:00,6
2016-09-05T21:47:00,9
2016-10-21T22:10:00,2
2016-08-01T18:08:00,6
2016-12-21T22:14:00,8
2016-08-14T16:30:00,3
2017-01-09T18:32:00,6
2016-09-30T09:40:00,3
2017-01-04T16:36:00,1
2016-10-09T16:59:00,7
2016-08-30T09:16:00,7
2016-10-04T10:32:00,5
2017-01-13T13:38:00,7
2016-11-08T13:46:00,1
2016-11-16T20:00:00,8
2016-11-27T22:45:00,5
2016-12-10T17:02:00,5
2016-09-28T13:39:00,
2016-10-21T09:44:00,
2017-01-08T17:24:00,2
2016-08-13T13:33:00,2
2016-11-29T16:00:00,8
2016-10-04T12:26:00,1
2016-10-21T07:20:00,9
2016-08-14T19:40:00,8
2017-01-08T17:40:00,7
2017-01-09T17:12:00,3
2017-01-12T16:20:00,8
2016-09-26T02:25:00,2
2016-08-19T08:41:00,4
2016-11-28T17:00:00,6
2016-09-14T01:00:00,4
2016-08-05T17:54:00,1
2016-10-04T17:30:00,7
2017-01-11T15:40:00,1
2017-01-07T19:15:00,6
2017-01-07T19:30:00,3
2017-01-31T20:30:00,2
2016-08-28T16:18:00,7
2016-12-08T09:40:00,
2016-09-29T09:00:00,5
2016-10-08T17:42:00,
2016-12-13T00:59:00,3
2017-01-10T11:55:00,2
2017-01-30T08:50:00,9
2016-08-19T19:52:00,1
2016-11-30T16:50:00,
2016-12-01T09:38:00,4
2016-10-19T13:30:00,9
2016-09-06T18:40:00,2
2016-11-11T01:50:00,8
2017-01-23T10:15:00,4
2016-11-14T12:15:00,6
2017-01-29T12:00:00,4
2016-09-13T21:10:00,9
2016-10-04T22:45:00,
2016-12-10T23:33:00,3
2016-11-11T18:25:00,6
2017-01-13T15:51:00,1
2016-09-17T19:52:00,1
2016-08-16T02:33:00,1
2016-08-28T02:34:00,3
2016-11-08T14:00:00,4
2016-12-05T13:30:00,6
2016-08-27T20:30:00,5
2016-12-05T13:30:00,6
2016-09-17T12:30:00,6
2016-11-11T19:00:00,4
2016-12-09T17:15:00,1
2016-11-19T04:29:00,3
2016-09-09T20:20:00,3
2016-08-09T23:15:00,1
2016-08-24T07:37:00,
2016-12-08T16:45:00,9
2017-01-15T15:23:00,4
2017-01-17T17:53:00,6
2017-01-17T07:30:00,3
2017-01-17T19:32:00,6
2017-01-17T18:42:00,4
2016-08-23T00:43:00,5
2016-09-04T19:40:00,2
2017-01-17T03:42:00,2
2016-10-04T16:45:00,6
2016-10-24T21:30:00,9
2017-01-17T11:59:00,
2016-10-08T21:53:00,1
2016-10-13T01:35:00,6
2016-08-24T21:42:00,6
2017-01-17T21:06:00,5
2016-10-13T01:35:00,6
2016-10-13T01:35:00,6
2016-11-04T12:34:00,3
2017-01-20T00:22:00,5
2016-11-12T19:27:00,3
2016-12-11T16:52:00,3
2016-09-06T20:34:00,6
2016-10-09T17:15:00,2
2017-01-18T14:15:00,9
2016-08-07T01:10:00,3
2016-09-22T17:15:00,7
2017-01-03T17:30:00,
2016-10-08T21:53:00,1
2016-12-23T19:20:00,6
2017-01-18T13:35:00,9
2016-10-13T14:45:00,2
2016-10-07T17:25:00,1
2016-10-13T15:15:00,1
2017-01-18T18:18:00,1
2016-10-09T18:18:00,4
2017-01-18T14:14:00,1
2016-08-02T12:25:00,
2016-09-27T10:02:00,1
2016-10-15T00:40:00,9
2016-10-10T20:40:00,7
2016-10-10T23:30:00,3
2017-01-18T14:14:00,1
2017-01-08T21:32:00,3
2016-09-26T16:00:00,3
2016-10-11T17:40:00,
2016-08-25T16:30:00,5
2016-10-17T10:52:00,6
2016-09-01T18:10:00,2
2016-10-17T09:55:00,5
2016-08-09T15:46:00,1
2016-08-10T09:48:00,
2016-11-30T20:30:00,5
2016-12-02T01:48:00,6
2016-09-20T01:40:00,6
2016-12-07T10:40:00,3
2016-12-12T16:46:00,9
2017-01-02T19:50:00,9
2017-01-18T12:40:00,6
2017-01-18T16:00:00,1
2016-11-19T17:35:00,
2016-11-30T16:30:00,8
2017-01-18T16:00:00,1
2016-12-05T02:55:00,9
2016-08-10T01:08:00,3
2016-10-13T18:52:00,
2016-09-06T13:03:00,6
2016-09-07T17:45:00,7
2016-10-13T17:52:00,1
2016-10-15T04:30:00,4
2016-12-13T08:19:00,3
2016-10-06T18:00:00,5
2016-12-13T21:17:00,6
2016-11-05T03:10:00,9
2017-01-01T14:29:00,1
2016-12-12T09:05:00,8
2016-11-23T20:30:00,9
2016-10-14T02:40:00,
2016-09-11T12:00:00,3
2016-12-12T17:19:00,6
2016-10-19T17:55:00,6
2016-10-06T14:00:00,6
2016-10-17T10:42:00,6
2016-12-26T12:35:00,6
2016-12-31T01:45:00,9
2016-08-26T22:19:00,9
2016-09-06T12:53:00,4
2016-10-15T06:20:00,5
2016-09-07T17:45:00,7
2016-11-05T02:11:00,1
2016-08-01T14:35:00,6
2016-11-04T20:10:00,7
2016-10-04T20:30:00,6
2016-10-18T11:38:00,9
2016-12-01T12:30:00,3
2016-10-24T09:50:00,1
2016-11-15T08:24:00,5
2016-09-08T12:50:00,6
2016-11-29T13:07:00,6
2016-12-01T12:30:00,3
2017-01-29T18:04:00,3
2016-08-01T17:40:00,7
2016-11-18T01:05:00,6
2016-09-08T12:50:00,6
2016-11-18T11:20:00,1
2016-11-22T20:50:00,1
2016-11-23T03:15:00,1
2017-01-11T15:30:00,9
2016-12-01T17:25:00,1
2017-01-31T11:20:00,5
2017-01-31T12:50:00,1
2016-11-05T05:00:00,5
2016-10-18T10:29:00,4
2016-08-21T02:35:00,3
2016-08-07T03:31:00,8
2016-11-04T10:30:00,6
2017-01-29T13:45:00,2
2016-09-19T12:55:00,2
2016-09-07T20:39:00,1
2016-09-22T05:22:00,3
2016-12-07T23:10:00,
2016-09-20T14:20:00,2
2017-01-03T22:39:00,7
2016-09-07T21:17:00,
2016-10-06T08:35:00,3
2016-10-12T11:34:00,2
2016-10-12T16:20:00,1
2016-10-12T16:51:00,1
2016-08-05T00:30:00,3
2016-08-06T01:45:00,3
2016-08-06T04:45:00,2
2016-08-11T09:44:00,9
2016-10-05T21:12:00,4
2016-08-04T12:46:00,1
2016-12-01T02:45:00,1
2016-08-01T23:52:00,1
2016-12-22T18:36:00,5
2016-08-07T18:10:00,3
2016-10-05T16:25:00,1
2016-08-17T13:30:00,7
2016-08-09T04:23:00,3
2016-08-03T17:26:00,
2016-10-13T16:30:00,1
2016-10-16T01:50:00,9
2016-10-16T05:36:00,3
2016-12-22T22:52:00,
2016-08-18T10:50:00,6
2016-11-05T10:45:00,2
2016-08-27T02:04:00,1
2016-11-15T01:13:00,1
2016-11-30T08:47:00,3
2016-08-17T10:00:00,6
2016-09-19T12:16:00,1
2016-11-07T12:47:00,1
2016-12-01T15:45:00,6
2016-12-03T16:27:00,6
2016-10-14T08:55:00,1
2017-01-11T03:11:00,1
2017-01-20T02:13:00,2
2016-08-27T00:44:00,6
2017-01-31T08:20:00,2
2016-08-29T06:45:00,7
2016-11-01T14:11:00,7
2016-10-30T22:50:00,7
2016-12-03T17:04:00,4
2016-08-13T01:58:00,6
2016-12-05T09:50:00,4
2016-08-31T20:52:00,3
2016-08-28T16:07:00,4
2016-11-09T15:10:00,4
2016-10-09T18:30:00,6
2016-11-17T10:00:00,6
2016-08-09T01:11:00,1
2016-09-02T22:55:00,6
2016-11-23T10:55:00,8
2016-11-24T05:01:00,3
2016-10-07T20:13:00,5
2016-11-08T17:07:00,2
2016-09-05T21:08:00,1
2016-08-24T17:00:00,9
2016-11-03T19:15:00,1
2017-01-08T01:55:00,1
2016-11-21T21:30:00,6
2016-12-05T21:50:00,9
2016-12-03T20:00:00,
2016-09-14T11:40:00,1
2016-08-25T23:14:00,7
2017-01-31T13:30:00,9
2016-10-07T09:30:00,7
2016-10-07T17:13:00,6
2016-11-19T11:36:00,3
2017-01-31T09:25:00,6
2016-11-04T09:10:00,4
2016-12-03T20:15:00,1
2017-01-31T19:00:00,6
2016-12-29T12:23:00,1
2017-01-15T19:10:00,7
2016-10-02T12:10:00,4
2016-08-23T23:48:00,2
2016-08-11T19:25:00,9
2017-01-15T20:42:00,9
2016-09-21T13:35:00,6
2016-12-03T11:30:00,6
2017-01-16T16:35:00,4
2017-01-10T06:51:00,9
2016-08-27T03:15:00,3
2016-12-05T08:35:00,4
2016-10-08T09:30:00,9
2016-11-11T16:28:00,1
2016-10-10T10:55:00,9
2016-12-05T11:40:00,1
2016-08-13T16:00:00,6
2016-08-31T13:30:00,6
2016-08-14T14:05:00,7
2016-11-07T14:46:00,8
2016-08-17T17:22:00,1
2016-09-21T14:15:00,9
2016-11-17T13:00:00,7
2016-08-31T11:59:00,2
2016-11-17T13:30:00,1
2016-07-20T04:20:00,9
2017-01-15T23:36:00,7
2017-01-18T02:54:00,7
2016-08-08T02:45:00,
2016-08-15T15:20:00,7
2016-11-07T14:46:00,8
2016-10-27T03:18:00,3
2016-08-30T11:00:00,6
2016-09-24T18:30:00,4
2016-10-12T23:36:00,6
2016-11-01T07:52:00,8
2017-01-18T07:20:00,6
2016-09-03T02:32:00,3
2016-12-06T22:08:00,5
2016-11-03T10:10:00,2
2017-01-18T10:08:00,6
2016-09-24T19:29:00,5
2016-11-13T20:55:00,1
2016-10-30T07:00:00,9
2016-10-27T18:12:00,6
2016-09-03T02:05:00,1
2016-10-27T16:00:00,1
2016-08-17T03:46:00,6
2016-10-26T21:40:00,5
2017-01-05T20:56:00,2
2016-12-16T01:48:00,3
2016-08-28T17:10:00,7
2016-10-28T13:58:00,1
2017-01-18T16:05:00,6
2016-08-19T12:10:00,4
2016-10-28T14:15:00,5
2016-12-16T17:30:00,6
2016-09-24T22:47:00,5
2016-12-13T16:20:00,6
2017-01-06T22:42:00,3
2016-08-19T12:30:00,1
2016-08-20T02:05:00,7
2016-09-24T23:15:00,4
2016-10-27T08:45:00,9
2016-10-17T02:00:00,6
2016-10-17T11:10:00,
2016-11-01T13:20:00,1
2016-12-03T03:39:00,5
2017-01-16T19:45:00,6
2017-01-05T21:00:00,6
2016-08-22T17:30:00,6
2016-09-02T18:16:00,3
2016-09-22T17:59:00,9
2016-11-02T13:30:00,7
2016-12-05T10:00:00,1
2016-12-06T19:40:00,5
2017-01-17T17:00:00,3
2016-12-21T16:10:00,1
2017-01-18T15:54:00,9
2016-09-19T15:00:00,6
2016-09-24T23:41:00,9
2016-09-22T16:17:00,1
2016-10-27T10:00:00,9
2016-10-18T11:05:00,6
2016-12-10T01:00:00,3
2016-09-13T09:55:00,9
2016-09-01T18:44:00,1
2016-09-19T13:22:00,1
2016-11-08T17:59:00,6
2016-11-11T16:15:00,
2016-12-06T01:00:00,9
2016-12-06T03:28:00,1
2016-12-06T11:15:00,6
2017-01-20T11:48:00,9
2017-01-18T03:14:00,9
2016-09-12T02:25:00,4
2016-12-16T20:15:00,1
2016-09-21T22:00:00,9
2016-09-05T13:51:00,1
2016-10-28T17:20:00,3
2016-10-20T10:45:00,3
2016-08-20T07:43:00,9
2016-10-21T20:55:00,3
2017-01-18T17:35:00,9
2017-01-18T17:20:00,1
2016-10-05T09:02:00,4
2016-09-26T14:00:00,1
2016-10-20T08:50:00,2
2016-10-24T14:30:00,3
2016-10-25T14:30:00,9
2016-09-14T13:22:00,1
2016-09-27T19:56:00,5
2017-01-02T15:55:00,2
2016-11-11T15:34:00,1
2016-11-19T02:24:00,3
2017-01-17T03:15:00,9
2016-12-06T10:50:00,9
2016-11-19T02:26:00,1
2016-09-01T16:33:00,4
2016-09-06T15:00:00,
2016-09-25T15:33:00,3
2016-10-21T20:56:00,1
2016-12-28T14:00:00,4
2016-11-04T13:43:00,1
2016-11-12T11:05:00,6
2017-01-03T15:10:00,7
2017-01-22T12:50:00,9
2016-11-12T16:45:00,9
2017-01-11T18:59:00,6
2016-11-18T02:40:00,9
2016-12-07T17:43:00,9
2016-08-04T22:15:00,2
2016-10-10T22:30:00,1
2016-10-19T21:18:00,9
2016-11-18T20:15:00,6
2016-11-19T03:33:00,6
2016-11-12T16:18:00,6
2016-12-07T22:20:00,6
2017-01-03T15:30:00,7
2016-09-24T10:20:00,3
2016-08-02T22:13:00,7
2016-11-18T21:22:00,1
2016-08-13T15:43:00,3
2016-09-09T15:48:00,4
2016-09-06T18:12:00,1
2017-01-28T07:08:00,9
2016-11-02T07:35:00,9
2016-12-18T20:05:00,6
2017-01-20T17:40:00,3
2016-09-08T10:49:00,
2016-12-09T09:38:00,2
2016-10-26T06:15:00,9
2016-10-11T19:30:00,2
2016-12-18T21:36:00,3
2016-12-18T23:21:00,9
2017-01-20T17:40:00,3
2016-09-09T10:05:00,9
2016-08-24T13:24:00,1
2016-09-09T14:00:00,3
2016-09-10T04:20:00,2
2016-09-23T04:31:00,3
2016-10-13T14:45:00,6
2016-10-13T20:02:00,3
2016-10-13T18:54:00,6
2016-10-13T19:47:00,6
2016-10-04T12:53:00,4
2016-08-28T03:58:00,
2016-10-27T23:40:00,3
2017-01-20T17:39:00,6
2016-10-11T16:19:00,6
2016-10-16T11:20:00,2
2016-11-02T19:25:00,8
2016-11-10T17:35:00,2
2016-08-26T06:57:00,9
2016-08-22T18:19:00,9
2017-01-20T17:46:00,9
2016-08-29T16:45:00,
2016-11-17T19:10:00,3
2016-11-16T13:48:00,4
2016-09-28T09:00:00,6
2016-09-14T05:00:00,1
2016-12-09T14:29:00,2
2017-01-20T20:40:00,3
2016-08-01T23:52:00,1
2017-01-20T21:06:00,7
2016-09-23T07:15:00,
2016-09-23T19:00:00,7
2016-09-28T03:43:00,1
2016-09-13T01:25:00,1
2016-10-18T02:27:00,
2016-10-16T13:57:00,2
2016-12-09T18:55:00,2
2016-12-29T12:32:00,2
2016-10-26T21:30:00,
2016-08-02T01:02:00,9
2016-08-26T10:00:00,8
2016-09-23T04:00:00,6
2016-11-06T02:21:00,1
2016-11-12T03:38:00,3
2016-10-11T16:08:00,5
2017-02-01T05:25:00,6
2016-09-02T20:00:00,1
2016-09-28T16:00:00,6
2016-09-26T11:00:00,3
2016-09-05T19:55:00,6
2016-12-29T12:00:00,8
2017-02-01T00:20:00,2
2016-09-28T20:43:00,4
2016-11-13T14:02:00,6
2017-01-20T21:20:00,6
2016-08-11T08:56:00,4
2016-09-01T18:00:00,2
2016-08-27T01:49:00,1
2017-02-01T15:10:00,7
2016-08-22T02:35:00,4
2016-10-19T13:30:00,7
2017-01-20T22:10:00,6
2016-09-17T21:27:00,4
2016-11-06T02:39:00,9
2016-09-17T18:18:00,6
2016-09-19T08:00:00,2
2017-01-20T22:06:00,6
2016-09-28T13:23:00,5
2016-11-22T19:28:00,4
2016-09-22T07:26:00,1
2016-11-30T16:41:00,2
2016-09-25T09:38:00,6
2017-01-20T23:35:00,
2016-09-06T14:00:00,
2016-08-25T14:10:00,6
2016-11-01T08:00:00,6
2016-12-07T12:35:00,6
2016-08-07T00:37:00,9
2016-08-07T03:17:00,3
2017-01-21T00:10:00,7
2017-01-21T00:08:00,4
2016-08-14T02:55:00,7
2016-11-10T18:06:00,5
2016-12-08T20:04:00,6
2017-01-21T13:45:00,6
2017-01-04T15:41:00,6
2016-08-14T02:15:00,
2016-10-05T11:21:00,5
2016-10-03T13:14:00,9
2016-10-15T14:30:00,6
2016-10-15T14:30:00,6
2016-10-15T15:45:00,2
2016-12-19T17:06:00,
2016-11-15T15:28:00,6
2016-08-25T09:10:00,2
2017-01-21T14:55:00,9
2017-01-21T15:11:00,9
2016-10-04T11:22:00,9
2016-11-20T02:21:00,6
